Win/Loss,Player1 name,Player1 champ name,Player1 overall wr,Player1 total games,Player1 champ games,Player1 champ wr,Player1 kda,Player1 cs,Player1 mastery,Player2 name,Player2 champ name,Player2 overall wr,Player2 total games,Player2 champ games,Player2 champ wr,Player2 kda,Player2 cs,Player2 mastery,Player3 name,Player3 champ name,Player3 overall wr,Player3 total games,Player3 champ games,Player3 champ wr,Player3 kda,Player3 cs,Player3 mastery,Player4 name,Player4 champ name,Player4 overall wr,Player4 total games,Player4 champ games,Player4 champ wr,Player4 kda,Player4 cs,Player4 mastery,Player5 name,Player5 champ name,Player5 overall wr,Player5 total games,Player5 champ games,Player5 champ wr,Player5 kda,Player5 cs,Player5 mastery,Player6 name,Player6 champ name,Player6 overall wr,Player6 total games,Player6 champ games,Player6 champ wr,Player6 kda,Player6 cs,Player6 mastery,Player7 name,Player7 champ name,Player7 overall wr,Player7 total games,Player7 champ games,Player7 champ wr,Player7 kda,Player7 cs,Player7 mastery,Player8 name,Player8 champ name,Player8 overall wr,Player8 total games,Player8 champ games,Player8 champ wr,Player8 kda,Player8 cs,Player8 mastery,Player9 name,Player9 champ name,Player9 overall wr,Player9 total games,Player9 champ games,Player9 champ wr,Player9 kda,Player9 cs,Player9 mastery,Player10 name,Player10 champ name,Player10 overall wr,Player10 total games,Player10 champ games,Player10 champ wr,Player10 kda,Player10 cs,Player10 mastery
loss,Kaizer Morde,viego,50,433,247,47,2.687.5,187.3,ng,StrawberryDureXx,kindred,52,572,226,52,3.108.4,183.4,ng,Veiga,veigar,52,405,386,53,2.625.0,205.9,ng,BIE CHI BIE CHI,xayah,58,153,3,0,2.816.7,244.3,ng,Dal Byul,alistar,53,617,100,57,3.241.3,29.9,ng,Lizzy409,renekton,51,462,66,62,2.326.0,186,ng,NUNU WINTRADE,nunu&willump,57,515,456,59,3.165.1,163.9,ng,Greed,zed,52,475,302,57,3.167.3,215.2,ng,array4,jinx,52,243,23,61,2.556.4,191.4,ng,tamım,janna,51,788,176,52,3.061.3,12.2,ng
win,Elo Demon,ornn,58,177,175,59,5.083.8,185.9,ng,ChasingMyDreams,hecarim,69,36,6,50,1.936.7,145.5,ng,Ryzeini,azir,56,143,76,55,3.026.6,224.8,ng,DeadEdge,tristana,None,None,None,None,None,0,ng,The Wench,yuumi,47,133,208,52,4.461.3,3.1,ng,Khòöó ,aatrox,None,None,None,None,None,0,ng,KLZ Sundae,jarvaniv,57,138,7,57,4.966.1,134,ng,APL clØudy,orianna,42,45,6,83,4.898.8,223.3,ng,APL Thng,kaisa,46,65,14,57,3.8610.6,229.7,ng,APL youngtobi,leona,None,None,None,None,None,0,ng
win,PogoDuMaxi,warwick,53,167,3,67,2.335.7,170.3,ng,Zzloba,fiddlesticks,51,566,489,53,2.825.1,168.3,ng,bombtruck457,syndra,46,126,27,48,1.875.6,207.5,ng,far,sivir,33,21,1,100,1.894.0,278,ng,chimchar40,janna,55,66,21,57,3.841.0,20.5,ng,YeeterDownASixer,maokai,47,293,3,33,2.162.0,205.7,ng,IMyon,leesin,50,1498,83,43,2.514.8,144.3,ng,Erick Dota,zoe,49,620,155,57,3.028.1,168.2,ng,OSU 5150,varus,48,657,52,58,2.757.2,207.2,ng,Impetuous Draven,nasus,65,68,11,55,2.422.3,27.5,ng
loss,comedivetoplv3,fiora,53,347,230,57,2.194.8,198.1,ng,GuiShenZhaoYun,xinzhao,49,79,13,23,1.556.4,186.2,ng,lIlIlIllIlIlIl,leblanc,54,395,17,59,3.407.6,189.4,ng,Møgie,jinx,45,181,188,52,2.537.6,189.9,ng,Vestie Daimaku,leona,48,91,58,55,2.831.4,32.8,ng,Zerkiu,jax,53,146,52,64,1.787.0,172.6,ng,Rainßerry,evelynn,55,228,94,65,3.697.7,158.5,ng,SoloHitman,katarina,49,350,319,49,2.899.8,173.5,ng,CURRYWURST666,ezreal,63,60,2,100,2.833.0,201,ng,Firepup16,janna,52,454,20,60,2.902.4,18.2,ng
loss,TAG Caynn,viego,None,None,None,None,None,0,ng,TAG Espada,jayce,57,122,25,60,2.008.4,198.6,ng,TAG Dustnine,varus,49,35,2,100,3.636.0,167,ng,Dylraider,pantheon,50,246,16,44,2.567.5,61.1,ng,minionfeetlover,aatrox,46,85,3,100,3.1910.7,174.3,ng,8LS One and Only,yone,52,307,9,44,0.914.2,219,ng,Charmed Im Suré,nami,65,23,16,69,3.382.0,10.9,ng,Hey Goofy,irelia,None,None,None,None,None,0,ng,8LS NO U,jinx,47,382,3,67,3.759.7,218,ng,FOU D ABSINTHE,diana,49,424,4,75,2.7311.5,181.3,ng
loss,BBearDude,volibear,51,350,324,53,2.005.8,167.4,ng,pdf file gap,khazix,53,585,12,42,2.7210.8,172,ng,Pale Horses,orianna,51,174,3,33,3.364.0,203,ng,letters from,kalista,42,53,14,50,2.029.4,205.4,ng,high elo bf,soraka,62,65,1,100,6.670.0,4,ng,OLOUQAQ,aatrox,55,127,34,56,2.706.6,193.2,ng,Bio1,graves,50,235,50,48,2.355.2,177.4,ng,Zombies,ekko,60,10,8,63,6.6511.9,171.8,ng,Recrex,ashe,53,182,7,71,2.836.1,181.9,ng,No1teamplayer,renata,None,None,None,None,None,0,ng
loss,grrraaa,aatrox,45,148,12,42,1.366.6,174.1,ng,talent issue,ekko,55,124,5,20,2.084.4,187.2,ng,Son of Orge,urgot,51,439,90,49,2.228.2,204.7,ng,int for dmg,draven,58,192,92,67,1.899.9,171.3,ng,Dice Bot,janna,55,197,71,52,4.012.0,18.3,ng,Main Marino,volibear,53,191,32,66,2.325.9,163.3,ng,KhangYi,masteryi,51,677,242,56,2.579.0,170.6,ng,Sapfiros,syndra,52,350,82,60,2.805.8,179,ng,KoreanDaddy,ziggs,52,347,5,40,2.544.2,197.6,ng,Jorge Mario,lux,56,241,2,100,5.336.5,99.5,ng
win,Nellum,vayne,51,574,345,53,2.175.7,198.7,ng,Yone Zoldyck,fiddlesticks,54,225,10,70,2.758.3,166.2,ng,Geunn,ahri,49,37,2,100,7.258.5,151.5,ng,YheChen,jhin,51,140,47,51,3.417.1,193.1,ng,Icaruson,renata,None,None,None,None,None,0,ng,LoWbObMcStAnKeM,yone,51,673,8,50,2.137.5,210.5,ng,GuaPiDuiZhang,reksai,None,None,None,None,None,0,ng,old and slow,orianna,36,11,2,50,1.607.5,254,ng,KaIista3,kalista,66,29,8,75,3.437.4,212.5,ng,black balloons,sona,51,341,12,33,3.061.5,11.9,ng
win,BuZai ShengQi,olaf,53,143,4,50,1.322.8,180,ng,Saxbo69,masteryi,61,70,70,63,2.368.3,189.8,ng,say ho ho,sylas,52,336,23,52,2.386.1,126.5,ng,The Map,ezreal,53,229,77,58,3.478.0,211,ng,AmeIiorate,blitzcrank,51,167,28,57,3.792.2,29.7,ng,top dream,camille,51,357,99,54,2.086.1,188.2,ng,bo7atem,vi,56,115,1,0,1.002.0,89,ng,Kermate,syndra,50,814,38,47,2.906.4,207.4,ng,Teddy Kun,ashe,52,205,17,59,3.177.6,180.7,ng,stelllarstella,senna,51,404,13,62,2.923.1,28.4,ng
loss,Sohh9832,mordekaiser,51,248,11,46,1.794.9,177.2,ng,FlyingBeaverFTW,jarvaniv,58,168,1,0,1.208.0,180,ng,Joker Kog,katarina,47,207,4,0,1.918.5,162,ng,Scythorak,vayne,50,380,32,53,1.997.8,195.8,ng,Aubreey,janna,48,136,9,56,3.581.8,13.1,ng,The Elo IRS,gangplank,50,376,27,44,1.835.2,202.4,ng,au revoir amour,karthus,53,179,86,59,2.317.8,198.7,ng,Rogue Again,viktor,51,388,220,54,2.255.1,182.9,ng,Marshall Lee,lucian,53,446,80,59,2.367.6,202.1,ng,S MemberOfEnemy,leona,52,930,42,57,2.203.3,37.7,ng
loss,yuzhu233,renekton,53,58,41,51,2.264.9,182.6,ng,Stitch 626,ivern,50,325,5,60,5.111.6,135.6,ng,Delilah,leblanc,49,672,263,54,3.198.9,202.2,ng,mooyork,ashe,50,173,6,33,1.343.0,193,ng,moomoo02gaming,sona,47,154,1,0,2.500.0,6,ng,GoldenNinja103,jax,50,511,152,50,1.833.8,167.8,ng,KaranTheGreat,nocturne,50,90,1,100,13.5015.0,195,ng,Full Sand,syndra,65,77,8,63,2.507.4,266.6,ng,våx,vayne,51,639,237,57,1.779.1,189.1,ng,Small Fluffy Cat,janna,49,453,106,52,3.261.1,11.3,ng
loss,Heinz BakedBeans,mordekaiser,53,73,4,50,1.113.8,220.3,ng,Asmitå,khazix,49,288,12,58,2.756.3,153.8,ng,eqflashaeqr,vladimir,47,225,33,55,2.846.5,193,ng,bark go duck,ashe,48,231,8,50,2.416.3,160,ng,BeatingMyMeep,janna,51,146,6,33,2.700.3,14,ng,Kyurí,chogath,50,685,50,60,2.155.0,183.9,ng,SuppaKoopa,belveth,55,272,177,58,2.898.1,163,ng,Ocean of Sand,azir,50,218,199,53,2.285.5,206.3,ng,Lyze,vayne,51,579,332,54,2.647.0,201,ng,DU Fatcat,bard,48,335,43,54,3.431.7,14.2,ng
loss,Mätcha Mochi,poppy,52,228,123,54,2.525.1,172.4,ng,deathbygabe1,viego,48,383,10,40,2.237.3,134.6,ng,AHHH MY HEAD,diana,41,41,21,52,3.607.0,196,ng,HAM,jinx,47,244,10,40,1.856.0,180,ng,Fz Ivy,zyra,50,516,507,51,2.103.9,65.9,ng,Mcmaster Dabao,fiora,51,542,10,50,1.064.1,141.4,ng,Jimmy Hoang,ivern,59,41,30,57,4.492.6,140.9,ng,JoycBl,yone,51,150,4,25,1.937.8,216,ng,Lighting,xayah,59,87,14,64,3.659.3,245.6,ng,Brett,rakan,48,193,9,56,2.630.2,32.7,ng
win,SUPERJZ2,aatrox,51,104,3,100,2.643.3,187,ng,Aeyce,fiddlesticks,51,429,349,52,2.695.0,167.6,ng,Karieta,akshan,46,153,6,50,3.009.0,231.3,ng,Lyze,vayne,51,579,332,54,2.647.0,201,ng,Veggie,janna,45,266,36,61,6.060.8,13.2,ng,igloofoo,camille,56,190,71,63,2.257.4,176.4,ng,True Fill Player,leesin,50,127,13,23,2.437.5,157.2,ng,qwertz,leblanc,58,103,84,64,4.376.1,206.3,ng,T1 Madlife,sivir,47,379,2,0,0.571.0,151,ng,mikayura,milio,48,587,52,46,4.530.7,10.8,ng
loss,GachaBass,jax,50,415,17,71,1.705.8,206.5,ng,Hadzic,shaco,56,453,61,67,3.4811.5,157,ng,Pops PH,sylas,53,266,33,52,2.327.6,170,ng,Pakwan,caitlyn,58,159,7,57,2.744.6,169.9,ng,D4rkn3ss,alistar,53,364,9,78,2.421.7,28.4,ng,3176422,tryndamere,52,1271,57,65,2.139.0,220.9,ng,Vinaka,graves,54,265,54,59,4.049.0,187.7,ng,Haboper,yone,61,62,27,56,3.686.3,220,ng,Cile,ziggs,54,205,5,60,3.215.2,225,ng,556223,maokai,51,1709,532,55,2.962.2,38.4,ng
loss,Acedeuce124,yone,54,133,2,0,0.714.0,91.5,ng,loóna,reksai,65,31,1,0,0.401.0,74,ng,Łuxânnà ,nami,61,46,1,0,0.832.0,61,ng,ArianasPlanBPill,tristana,61,154,5,80,3.459.4,205.2,ng,Tsumani,lux,44,108,2,50,3.803.0,46.5,ng,Grandma Steve,volibear,53,60,46,35,1.396.0,217.3,ng,TFL Pag,leesin,50,149,3,33,1.799.7,117,ng,Abuela Tricky,ahri,17,6,8,38,1.705.8,174.6,ng,Ðayx,caitlyn,49,75,3,67,2.435.3,153.3,ng,ReformedPlayer69,bard,52,118,42,64,3.572.7,14.2,ng
loss,3in1warrior,renekton,58,109,92,58,2.186.2,189.3,ng,BigOssy,reksai,None,None,None,None,None,0,ng,Jedos,syndra,53,619,35,60,2.004.4,187.7,ng,Tehpwner188,yasuo,53,381,4,25,1.294.0,170.3,ng,send rope,senna,51,746,43,56,2.724.6,39.3,ng,Zanexiety,garen,52,572,11,46,1.314.8,207.4,ng,Karasmai Rhaast,kayn,53,344,284,56,3.347.9,205.6,ng,Tenacity,orianna,None,None,None,None,None,0,ng,Jaeger1,ezreal,55,128,1,100,17.0012.0,224,ng,Protos,ashe,52,476,3,67,3.693.0,15.3,ng
win,lambdadeltaA,kennen,61,23,11,82,2.138.8,181.6,ng,1v1meCIubPenguin,briar,49,185,85,53,2.919.6,188.3,ng,Caelifer,zed,55,222,47,40,2.316.2,212.3,ng,Aetate Ignis,jinx,58,122,14,79,3.319.4,253.1,ng,Hook King,zoe,50,203,132,52,2.445.6,36,ng,YUJI VS SUKUNA ,gnar,49,185,33,39,1.964.0,189.1,ng,ySjZcKLambert,evelynn,55,246,83,57,5.0012.0,155.9,ng,DullToast,swain,76,55,39,77,3.797.3,180.2,ng,wait till u back,sivir,50,284,32,44,1.954.7,201.6,ng,Proxys,janna,54,583,28,54,4.140.8,13.7,ng
loss,isei,kennen,90,10,11,100,8.4212.0,173.9,ng,Cinderella,nami,68,109,25,80,5.351.8,9.7,ng,odins student,vayne,60,45,10,60,2.8311.1,186.9,ng,LilKimchiThot,syndra,68,62,2,100,4.507.5,159,ng,nagusame,vi,51,78,2,0,1.746.5,161.5,ng,Teddy Kun,renekton,52,205,8,63,2.816.8,240.6,ng,Nay Mai,jarvaniv,55,117,16,56,2.926.4,153.9,ng,J í n n ì e ,leblanc,None,None,None,None,None,0,ng,06NovTraSuaKoBeo,lulu,57,67,3,33,2.821.3,15,ng,Tae Wøø,caitlyn,59,58,36,69,2.948.0,190.1,ng
win,TheRTSGuy,camille,49,470,75,51,2.718.1,182.9,ng,Musssle,lillia,48,112,5,20,2.457.6,192.4,ng,bronquitis,qiyana,49,84,65,54,2.2010.0,167.3,ng,bandages,kalista,58,45,34,62,2.599.6,199.9,ng,olikome,amumu,51,191,3,100,3.934.0,104,ng,citrus gobbler,zac,51,203,3,33,2.053.3,97.7,ng,IamZíggy,shyvana,40,82,3,33,2.604.7,317.7,ng,Heåven µ,yone,51,668,9,22,1.445.6,173.1,ng,Divine Dancer,kaisa,50,552,18,39,1.787.1,193,ng,High Off Shimmer,milio,53,386,100,57,5.370.8,8.6,ng
loss,Muahahahah,gnar,53,438,361,54,1.575.1,185.4,ng,Rainb0w Six,graves,45,66,4,0,0.973.3,95.5,ng,nvm,swain,52,901,69,57,2.457.5,163.2,ng,Hugurmundur,aphelios,40,70,15,33,1.525.9,202,ng,MLG Origin,bard,48,211,26,50,3.302.9,43.1,ng,wan ni lao ma,yone,54,390,15,60,1.495.0,189.7,ng,JG CHASM XD,reksai,47,58,23,48,3.218.7,150.6,ng,Yuumíí,xerath,51,73,16,63,3.365.4,149.5,ng,Ćhurchs Chicken,caitlyn,47,394,33,46,2.014.3,186.8,ng,06NovTraSuaKoBeo,rakan,57,67,54,52,3.331.7,43.2,ng
win,Rivercona,garen,54,451,13,46,2.665.6,195.4,ng,Master YourseIf,leesin,48,191,148,48,2.747.9,147.4,ng,beetfarmz,velkoz,51,74,55,56,2.434.5,70.2,ng,RyuShoryu,ezreal,51,562,82,60,2.957.5,204.9,ng,Arkam19,karma,49,131,18,61,2.552.2,35.8,ng,GOU XIN DOU JIAO,jax,54,361,19,32,1.544.6,191.5,ng,Naape,nocturne,51,483,2,50,2.064.5,187,ng,weweepepee,karthus,58,127,39,64,2.868.6,189.2,ng,vx LV1352050,twitch,67,70,2,50,3.8314.0,246,ng,PCP Lick Toes,alistar,58,229,210,58,3.461.3,29.4,ng
win,PeacefulSojourn,nasus,53,560,60,68,3.374.6,196.4,ng,DDDNS,brand,None,None,None,None,None,0,ng,EneI,yone,49,215,119,51,1.757.4,204.4,ng,Hukkles,lucian,52,314,20,65,2.468.5,211.6,ng,ScaredSoon,janna,None,None,None,None,None,0,ng,clintonkwong,darius,53,247,9,33,1.877.4,208.2,ng,Terrarusfive,vi,42,140,53,42,2.635.8,168.2,ng,GreyPowerVan,morgana,55,222,2,50,4.143.0,173.5,ng,G1ory,jhin,39,51,8,13,2.117.6,175.6,ng,UltimateMan10,xerath,61,41,11,82,5.804.2,46.2,ng
loss,Main Marino,kennen,53,191,31,36,1.795.5,180.5,ng,Sainto,graves,52,131,54,57,2.637.5,186.3,ng,SocialPlayer123,irelia,51,71,4,50,1.717.5,181.3,ng,Columbia GKE,aphelios,52,639,83,48,2.335.6,217,ng,FrowstyWaffles,thresh,50,257,80,60,2.771.7,29,ng,nrt,aatrox,44,77,7,43,1.925.3,190,ng,Topas,ekko,51,47,9,44,2.485.6,165.1,ng,Gnoah,tristana,52,728,48,44,1.827.3,213.5,ng,Im Your Oppa ,ashe,54,385,132,66,3.227.5,191.6,ng,Ćody,alistar,50,271,3,67,2.481.0,29.7,ng
loss,CURRYWURST666,nasus,63,60,11,73,2.605.3,178.3,ng,RaZoRKiLLeR9,rammus,57,269,128,64,4.635.9,160.4,ng,Asthoen,sylas,51,164,6,83,3.038.2,164.2,ng,FYJ,tristana,51,163,11,46,2.626.5,185.3,ng,stfu fool,taric,57,28,32,63,4.301.2,35.4,ng,Djangoat,aatrox,49,1037,33,49,1.803.9,177.8,ng,CEENA Sama,poppy,66,88,1,0,3.004.0,129,ng,HelIoWorId,fizz,52,176,26,50,2.599.5,171.3,ng,viper5,zeri,69,13,1,100,11.005.0,133,ng,miao miao quan,yuumi,53,580,533,53,4.801.6,5.4,ng
loss,BronzeFiveGawd,kayle,51,182,1,0,2.008.0,168,ng,gi ghe z troi,belveth,58,31,2,50,1.404.0,137,ng,Jonathan,zed,55,176,58,52,2.357.3,197.1,ng,EskLizard,seraphine,49,194,49,49,3.163.3,168.5,ng,Crackin Fours,zyra,52,225,215,55,2.823.5,42.6,ng,Branches,ksante,52,281,6,67,1.954.2,148.2,ng,StuffiePBE,briar,53,425,53,60,2.397.8,180.2,ng,birdlovr,xinzhao,58,123,47,66,2.989.1,186.3,ng,Lothondonn,yasuo,48,327,10,50,1.286.4,229.7,ng,Rem1a,janna,50,618,46,54,3.291.0,8.9,ng
loss,A WayWard Gale,yone,60,52,15,47,2.238.0,242.7,ng,clintonkwong,khazix,53,247,2,50,3.114.5,126,ng,jodhho,zoe,48,90,37,43,2.527.2,153.4,ng,BK Randy,ashe,39,28,4,25,1.967.0,165,ng,mreeoww,sona,50,244,21,38,3.152.2,11.5,ng,Vonnadayam,illaoi,55,230,7,71,1.703.6,209.1,ng,Gangbanger,kayn,52,542,1,100,2.007.0,167,ng,loveli,tristana,56,103,16,75,3.1812.3,204.6,ng,Love Rendezvous,seraphine,51,304,18,78,3.774.3,163.2,ng,XXHEROXZXX,morgana,52,177,14,79,4.203.4,24.8,ng
loss,DRX Kingen,aatrox,49,47,8,50,2.026.1,153.3,ng,88 Olympic,viego,46,85,2,0,1.002.5,104.5,ng,82 lildam,azir,36,59,3,33,2.004.7,192,ng,AD gay,ezreal,64,80,18,61,2.918.3,192.5,ng,lunabi,karma,50,30,9,33,3.702.6,18.8,ng,bugaboo1231,kayn,38,26,7,29,2.307.6,194.3,ng,LPL REIWDNG,renekton,51,418,10,40,2.299.2,220.3,ng,SKT T1 Jerry,orianna,49,41,7,43,3.854.4,183.6,ng,Saber is Life,vayne,55,125,5,80,4.008.8,197,ng,Rain Inside,lulu,54,70,35,54,3.411.3,13.9,ng
loss,Maxkim2233,galio,67,64,17,71,4.386.3,174.1,ng,Nyaoha,yone,71,7,6,50,2.649.2,218.8,ng,YY Kaneshiro,thresh,51,381,179,50,3.091.5,30.6,ng,SailorMo00on,vi,47,17,1,0,0.750.0,83,ng,Ghøsty,samira,70,57,1,100,3.2219.0,228,ng,E 350 amg line,sylas,92,12,3,100,6.178.3,141.3,ng,ig all,poppy,48,63,13,62,3.143.5,121,ng,Mukiman,ashe,42,53,9,89,5.034.4,95.2,ng,Trap boii ,jax,25,8,1,100,Perfect6.0,148,ng,Riyul,karthus,52,93,45,67,2.909.4,165.2,ng
loss,TOPLANE CANEDOM,jax,54,219,98,50,2.305.5,177.1,ng,آدم,lillia,57,181,33,64,4.738.5,191.2,ng,snarkyy,jayce,56,368,22,36,2.575.2,196.9,ng,Lemsass,jinx,54,173,9,56,2.387.2,174.4,ng,Mercurial,rakan,52,494,356,53,3.061.5,37.4,ng,zpy,renekton,65,104,11,73,2.224.8,206.1,ng,2023 JG LFT,viego,56,188,93,61,2.768.5,170.8,ng,shochi,syndra,51,842,34,53,2.835.9,214.4,ng,Khun AgueroAgnis,ezreal,54,246,8,75,2.957.4,199.3,ng,Synotic,poppy,52,393,140,64,2.973.4,57.9,ng
loss,NiceJ99,fiora,53,210,12,42,1.474.7,200.6,ng,Shouldnt Be,maokai,None,None,None,None,None,0,ng,crkromi,sylas,58,204,6,67,5.4711.7,142.8,ng,Still In Iron,ezreal,47,350,9,56,1.816.8,216.6,ng,Arvay5,nami,52,799,71,47,3.271.9,12.5,ng,Eain Mom GG,olaf,48,178,156,47,1.656.5,213.6,ng,Lezhwbw,ekko,59,150,24,79,5.319.9,190.5,ng,BB iHelen,galio,61,36,26,62,3.883.7,142.1,ng,Mó Wáng,kaisa,57,252,26,58,2.969.7,225,ng,4Kobe24,blitzcrank,53,489,13,54,2.801.4,36.2,ng
win,I Am Bald,swain,62,37,2,50,1.002.0,143.5,ng,SilentLullaby,reksai,51,356,33,49,2.887.9,159,ng,Jarabee,akali,52,193,6,50,3.819.8,163.8,ng,JDPayne,vayne,50,348,64,53,3.277.7,194.8,ng,mf234,rakan,49,256,2,50,2.422.5,27,ng,Ka1ious,jax,52,433,88,53,1.734.6,179.5,ng,Anton Telamon Yi,masteryi,58,153,119,60,2.3912.1,175.1,ng,ScaryEmp,sylas,52,542,187,49,2.335.8,151.7,ng,thot kogmaw,kogmaw,53,184,315,53,2.178.6,191.6,ng,URGOT SUPPORT OP,urgot,57,204,111,56,2.225.5,56.8,ng
loss,Raimopaska,renekton,52,185,4,25,2.096.0,201.5,ng,KsantSlay,lillia,51,309,5,20,3.575.8,155.4,ng,52W32PHR,sylas,50,113,3,33,1.475.3,90,ng,Anndaln,aphelios,54,136,25,44,1.564.2,187.9,ng,SalutCLucas,zac,46,373,338,47,3.333.6,155,ng,Tawnaydisa,fiora,52,136,55,53,1.867.4,180,ng,Banana Farmer,evelynn,48,263,29,72,4.1711.3,142.1,ng,MartialArtsForY,irelia,49,806,19,42,1.396.2,215,ng,Gustav Elijah,tristana,51,212,37,62,3.796.4,194.9,ng,merkingismygame,swain,53,89,42,52,2.885.9,33.2,ng
loss,George Boosh,urgot,70,30,15,73,2.467.9,200.2,ng,Cody Allen,wukong,50,253,11,36,2.437.2,159.9,ng,achýles,sylas,53,345,51,69,3.408.8,152.2,ng,Joergerbomb,yasuo,50,524,400,49,1.605.6,186.3,ng,changgustar,renata,None,None,None,None,None,0,ng,WuKong Player,jax,54,375,27,56,1.575.5,200.3,ng,SAHSOOK,lillia,46,565,7,57,3.008.1,171.3,ng,n9r f9t,zed,61,61,47,68,3.4110.9,230,ng,Top Gap exe,tristana,49,355,1,0,2.608.0,181,ng,Robozes,pantheon,55,366,193,60,2.436.9,68.4,ng
loss,illumikx,ornn,58,12,1,0,2.251.0,138,ng,AncientAeonNA,graves,49,198,2,0,2.085.0,198,ng,nıssan,sylas,52,106,4,0,2.445.3,182,ng,King Tigga,kaisa,54,392,6,50,1.9010.7,188.8,ng,SANTØ,pyke,80,25,5,60,2.965.2,45.4,ng,Monspeet,darius,49,315,5,60,2.506.2,152.8,ng,KaiyzerChief,lillia,52,244,58,55,2.996.6,201.9,ng,Major Fizz,leesin,72,47,13,92,4.879.5,139,ng,Faline,xayah,82,22,9,78,3.527.6,204.1,ng,xToRk,alistar,48,508,302,52,2.561.6,27.5,ng
loss,HayasakaBestMaid,illaoi,52,677,3,100,1.072.0,170.3,ng,HerÓ,nocturne,49,572,51,53,3.767.6,183.5,ng,Bdog98,sylas,50,670,47,43,2.208.0,161.7,ng,THE LAST FRESH1,draven,69,51,8,63,2.067.9,206.3,ng,Mrs Edispaghetti,rakan,61,94,10,50,2.801.4,40.7,ng,UnholyNirvana,yone,51,246,2,50,1.547.0,198.5,ng,SolomonjYe,leesin,62,97,29,62,3.069.0,175.2,ng,PsychoKinetic,taliyah,48,534,217,55,2.435.3,197.7,ng,0DegreesKelvin,ezreal,52,531,98,53,3.666.2,190.6,ng,Fairysito,janna,57,23,1,100,5.003.0,12,ng
loss,Sweet Creams,gwen,48,189,8,50,1.6510.1,227.9,ng,AirArctic,poppy,43,46,32,63,3.518.0,141.7,ng,Amonza,illaoi,44,27,59,64,1.958.1,217.7,ng,Shengineer,sivir,58,107,3,33,2.165.7,208,ng,johntheusername,bard,57,371,232,60,2.913.4,29.5,ng,Sexy Dustpan,garen,56,55,37,76,4.028.7,274.4,ng,HLP Owlphelia,kayn,62,123,1,100,6.337.0,205,ng,HLP Horngu,azir,60,99,65,55,2.216.0,212.6,ng,HLP Loxnake,samira,54,65,23,52,3.0410.4,217.3,ng,HLP Adinah,pyke,64,36,9,56,1.704.2,35.7,ng
loss,Suspicious Plant,nasus,47,135,44,59,2.823.0,158.7,ng,saiai,jarvaniv,49,426,65,51,3.055.3,159.2,ng,TSM BurgerKing,syndra,47,685,87,54,2.226.9,219.5,ng,shirakami fan,varus,59,99,8,63,3.0212.1,179.1,ng,piaoGG,neeko,48,309,1,0,1.004.0,25,ng,AdibIsWat,gangplank,47,198,183,48,2.336.6,205.7,ng,vik,orianna,47,578,10,60,2.684.7,163.9,ng,Barnes,hecarim,49,320,51,57,2.648.5,210.6,ng,AnKiMochi,ezreal,51,835,3,33,3.553.7,166.7,ng,xSpecter,renata,None,None,None,None,None,0,ng
loss,into a trance,sylas,54,157,1,0,1.146.0,134,ng,The EarRæper,nunu&willump,49,212,115,54,3.535.6,153.5,ng,Prince BB,zed,13,8,1,0,5.503.0,168,ng,LGM Snow,twitch,46,26,12,58,3.7910.3,181.8,ng,Phúoc,leona,50,543,10,60,3.931.4,28.8,ng,drtt123,gwen,48,175,66,49,1.556.5,191.1,ng,gabzpiano2,xinzhao,54,89,83,57,2.286.7,184.4,ng,TBM Chradalix,malphite,50,221,12,58,1.803.3,139.2,ng,IcathiaRain2001,ezreal,67,45,24,58,3.207.8,180.7,ng,zesty boywife,karma,49,385,144,53,2.842.7,28.3,ng
win,Plz KiII My Adc,quinn,56,84,1,100,1.002.0,183,ng,yortifan42069,nidalee,50,232,37,54,4.699.4,150.4,ng,Win Wall,yasuo,52,296,77,53,2.065.5,223.9,ng,skillshot phobia,samira,54,599,5,60,2.4412.6,178.2,ng,Clone Jutsu,thresh,53,523,13,39,2.252.0,35.2,ng,ltbd78,leblanc,53,349,319,53,2.656.6,182.6,ng,Xd fan,jarvaniv,33,6,1,0,2.435.0,109,ng,3 15 worlds,orianna,50,106,15,33,2.916.7,191.5,ng,Hides In Bush,draven,59,70,1,0,0.896.0,164,ng,Kyoriosity,rakan,54,83,1,0,1.440.0,24,ng
loss,CleverMalphite,ksante,58,86,23,52,2.112.1,190.2,ng,Blade is Mine,masteryi,50,331,293,49,2.359.2,164.6,ng,Asaka Narumi,orianna,61,44,1,0,1.867.0,178,ng,crackheadbarbie,lux,60,75,1,0,0.752.0,199,ng,Dęng Tian Hei,rell,57,143,2,50,1.911.5,29.5,ng,TankYi,varus,51,1137,72,47,1.485.7,181.8,ng,Bluebird73,ekko,49,114,59,56,3.339.4,197.5,ng,ANHQXïÄ,pantheon,49,713,118,54,3.007.9,165.4,ng,Ahad,missfortune,50,812,16,56,2.827.7,200.2,ng,Vel Style ,blitzcrank,51,493,108,50,2.311.9,29.9,ng
