Win/Loss,Player1 name,Player1 champ name,Player1 overall wr,Player1 total games,Player1 champ games,Player1 champ wr,Player1 kda,Player1 cs,Player1 mastery,Player2 name,Player2 champ name,Player2 overall wr,Player2 total games,Player2 champ games,Player2 champ wr,Player2 kda,Player2 cs,Player2 mastery,Player3 name,Player3 champ name,Player3 overall wr,Player3 total games,Player3 champ games,Player3 champ wr,Player3 kda,Player3 cs,Player3 mastery,Player4 name,Player4 champ name,Player4 overall wr,Player4 total games,Player4 champ games,Player4 champ wr,Player4 kda,Player4 cs,Player4 mastery,Player5 name,Player5 champ name,Player5 overall wr,Player5 total games,Player5 champ games,Player5 champ wr,Player5 kda,Player5 cs,Player5 mastery,Player6 name,Player6 champ name,Player6 overall wr,Player6 total games,Player6 champ games,Player6 champ wr,Player6 kda,Player6 cs,Player6 mastery,Player7 name,Player7 champ name,Player7 overall wr,Player7 total games,Player7 champ games,Player7 champ wr,Player7 kda,Player7 cs,Player7 mastery,Player8 name,Player8 champ name,Player8 overall wr,Player8 total games,Player8 champ games,Player8 champ wr,Player8 kda,Player8 cs,Player8 mastery,Player9 name,Player9 champ name,Player9 overall wr,Player9 total games,Player9 champ games,Player9 champ wr,Player9 kda,Player9 cs,Player9 mastery,Player10 name,Player10 champ name,Player10 overall wr,Player10 total games,Player10 champ games,Player10 champ wr,Player10 kda,Player10 cs,Player10 mastery
loss,umperor,yone,53,53,10,70,1.575.2,218.6,ng,Hatsune M1ku,viego,59,106,13,62,3.486.9,184.5,ng,ANEM0NE,twistedfate,52,824,12,58,2.575.8,189.6,ng,inJHINana jones,caitlyn,43,61,1,0,2.339.0,188,ng,Never Quitting,nami,46,425,290,45,2.162.7,23.5,ng,MelatoninDealer,urgot,53,285,177,58,2.496.8,189.2,ng,Bocchi Simp,belveth,54,114,17,65,2.886.5,166.4,ng,XYXQAQ,syndra,50,660,191,59,2.816.8,209.4,ng,fnafpurpleguy,ezreal,49,176,6,50,1.606.8,185.3,ng,NoxiousDragoon,akshan,49,505,15,60,2.909.2,147.7,ng
loss,InvertedComposer,corki,46,84,49,51,1.676.9,195.5,ng,HPcompaQ8200,graves,51,144,29,66,2.756.0,221.7,ng,supp dick,akali,53,120,7,57,3.639.6,172,ng,friendlysamuel29,draven,46,63,15,53,2.518.5,192.7,ng,Astabroth,ivern,53,587,208,57,4.081.3,24,ng,TheRTSGuy,camille,49,505,89,51,2.537.8,183.9,ng,Blade F Waltz,kindred,55,249,2,50,2.207.5,154.5,ng,Carry at the End,vladimir,51,165,90,50,2.645.6,175.9,ng,Missing Oranges,lucian,53,223,5,100,2.7010.6,238.4,ng,spit enthusiast,senna,48,160,3,67,3.293.3,33.3,ng
win,Wo Ai Luoxin,vladimir,48,259,76,63,2.678.0,210.2,ng,Raiidin,reksai,51,47,3,33,1.445.3,182.3,ng,Wo Ai Rita,yone,51,176,1,100,1.6410.0,175,ng,StevenLoveEileen,xayah,58,96,7,57,3.7110.0,239.4,ng,Ei Leen Forward,nautilus,49,39,4,50,2.941.5,30.3,ng,Nonomiya Mera,leesin,None,None,None,None,None,0,ng,SuperSerenSheeep,bard,49,35,1,0,2.601.0,92,ng,KylinRui,khazix,37,46,3,33,2.4412.0,188,ng,SKT T1 0TTO,yuumi,50,237,4,25,1.790.5,3.8,ng,Molly Only,jax,63,30,4,50,2.247.0,230.5,ng
loss,Bwizfoshiz,singed,54,318,312,54,1.894.3,182.9,ng,sIhRaymond,viego,51,466,6,33,1.482.3,117.2,ng,thecrazyrex,yasuo,49,142,111,47,1.517.9,170.2,ng,escargoat,twitch,45,175,16,44,2.497.1,142,ng,Bada baram,swain,48,169,8,50,2.793.8,25.6,ng,Lo que merecemos,mordekaiser,63,73,36,75,2.818.5,180.8,ng,FF Execute Team,khazix,50,282,141,48,3.549.0,171.5,ng,i loathe you,talon,53,436,224,58,3.019.0,184.7,ng,Hypnotic Viper,sivir,53,190,9,56,3.568.2,263.4,ng,yuumi go meow,lulu,52,279,201,53,4.031.4,18.8,ng
loss,skimsh,tryndamere,50,404,64,59,2.196.7,228,ng,Black bACKW00Ds,maokai,57,218,216,57,2.332.2,51.6,ng,OMG ppgod,taliyah,53,384,5,60,1.422.8,105.8,ng,Loveyoutodeath,jhin,49,127,20,70,3.276.5,175.7,ng,Ársène,rakan,44,45,7,29,3.871.9,38,ng,pray for top,darius,51,485,171,51,2.095.4,194.6,ng,Moíst,khazix,68,115,7,86,4.4215.1,211.7,ng,Boosted Pikachu,sylas,73,11,2,100,32.006.5,222.5,ng,NagitoLover,samira,57,146,109,62,1.9310.3,194.6,ng,daislea,morgana,52,162,5,80,4.102.0,23.2,ng
win,nicklolz,trundle,54,81,1,0,0.421.0,222,ng,op ivy ,karthus,52,98,3,33,2.106.3,203.7,ng,kibaboy,leblanc,49,484,83,51,2.506.0,194.2,ng,BLG Maker,samira,41,46,25,64,3.6914.5,187.6,ng,Duddybrainzz,rakan,53,276,6,50,4.162.0,35,ng,GAM ImLc,renekton,52,368,37,38,1.715.1,191.4,ng,Chong Weed,nidalee,53,335,3,33,2.177.7,142.3,ng,Vua Lì Don,ahri,49,732,12,42,1.614.7,166.7,ng,asd2k,kaisa,51,282,29,48,2.6411.2,198.5,ng,Thích Bánh Dah,senna,51,176,20,70,2.614.9,27.5,ng
loss,Get Infernal,mordekaiser,61,203,10,60,1.985.0,175.8,ng,lcba,kindred,53,199,51,65,2.938.6,161.5,ng,MUTED ALL PLAYER,akshan,52,65,46,65,2.999.3,202.8,ng,CpryusSr,kalista,75,8,1,100,2.578.0,194,ng,Icàthian Storm,renata,None,None,None,None,None,0,ng,smok3jumper,jax,55,206,33,64,1.948.1,204.2,ng,mmnn,ekko,53,30,3,33,4.006.0,222.7,ng,maplestoryy,talon,51,680,482,56,2.678.8,191.9,ng, ƒAllÉN To lØVÉ,ziggs,70,80,1,100,3.007.0,207,ng,ape in da lambo,bard,51,252,229,54,2.892.4,15.7,ng
loss,SourceCodeA,jax,43,237,8,50,1.464.0,160.1,ng,lovelittlezha,fiddlesticks,50,243,10,50,2.575.3,187.4,ng,Sad KeKe,veigar,None,None,None,None,None,0,ng,Lego and Kenny,vayne,52,484,7,57,1.919.4,179.1,ng,Sad liuguri,karma,43,37,7,43,3.373.7,22.7,ng,JomeE,yone,50,14,17,41,1.285.7,195.8,ng,AMONG US RED,sylas,50,6,1,100,6.7520.0,181,ng,Áustin,aurelionsol,54,193,15,73,3.448.7,233,ng,Jèƒƒ,caitlyn,46,115,7,43,1.785.9,205.3,ng,Bronsteadlowry21,alistar,53,230,3,67,3.131.3,24.7,ng
loss,Disfigurelf,riven,84,25,2,50,2.009.5,171,ng,Molesterol,hecarim,49,122,4,50,2.175.3,190.3,ng,Fikywuqe,azir,53,236,228,54,2.307.2,209.9,ng,BLUMPTRUCK,heimerdinger,53,45,45,53,2.765.8,180.2,ng,15minSoloBaron,swain,48,42,37,49,2.854.7,35.1,ng,Porsiemangha69,sylas,70,47,1,100,2.4413.0,201,ng,KappaFrappuccino,belveth,53,311,190,57,2.837.9,188.3,ng,Uncarriable team,fizz,51,1188,187,58,2.329.7,169.7,ng,Ryooon,varus,53,614,3,33,1.333.7,136.3,ng,EepyPrince,janna,48,473,43,56,4.421.5,14.4,ng
loss,PTG asfhfjcytxfj,fiora,49,310,28,57,1.203.8,190.5,ng,Jman Poker,graves,54,163,58,52,2.918.5,209.6,ng,YUNG GUMPY,zoe,52,352,31,65,2.7910.0,183.6,ng,MILF Draven,draven,51,622,146,60,2.478.5,180.5,ng,Iil baby bird,tahmkench,55,242,17,53,2.576.2,154.2,ng,pillingmemory,renekton,62,21,11,36,2.425.3,171.3,ng,C0ugarAbuser,nidalee,49,360,219,53,3.117.7,154.8,ng,UsePaperTowels,azir,51,211,1,100,1.602.0,207,ng,PoGoxD,kaisa,50,202,12,50,2.6810.8,199.1,ng,Palveyoran,sylas,52,294,60,65,1.518.3,38.9,ng
win,WildWang,ksante,56,45,10,70,3.406.3,163.6,ng,beta boy,ivern,41,27,11,55,4.443.1,120.9,ng,smile stay toxic,fizz,58,213,104,65,3.4310.4,173.6,ng,Banguseki,zeri,56,48,12,50,2.386.3,207.1,ng,Yizun,milio,56,339,17,59,4.350.5,30.4,ng,Poseidon2423,camille,48,23,1,0,0.500.0,104,ng,geunyanggeulaeyo,khazix,57,195,2,50,3.253.0,84,ng,Delboy,singed,54,234,115,64,3.295.7,173.2,ng,okmao,diana,64,11,2,50,2.319.5,165.5,ng,69bootybouncer69,taric,64,73,88,60,3.522.2,40.7,ng
win,Animosity,kled,50,510,201,56,2.635.9,187.6,ng,Zha Nän,fiddlesticks,51,98,29,48,2.033.6,153.1,ng,Drazmere,katarina,51,567,101,50,2.507.3,189.1,ng,NTNA2,vayne,52,89,5,60,2.7710.6,175.2,ng,Minmoney1,rakan,56,77,16,38,2.640.7,31.1,ng,RockstarMadeBih,darius,54,259,5,20,0.592.2,120.6,ng,CrazyHaddad,kayn,53,259,208,57,3.418.3,188.3,ng,UwU Diffy,kassadin,52,612,122,57,2.548.1,174.7,ng,Indig0,ashe,53,300,23,52,2.715.2,194.2,ng,Vel Style ,blitzcrank,51,512,112,49,2.281.9,29.7,ng
loss,Kairosmith,teemo,51,167,132,52,1.944.4,160.5,ng,CR Nople,maokai,55,340,29,55,4.144.5,164.1,ng,RoninOwnin,yasuo,50,1113,179,54,2.606.1,204.4,ng,Sternstunde,caitlyn,49,154,7,29,1.917.4,219.6,ng,MAEHVVA,neeko,61,140,12,67,2.695.3,84.7,ng,IWANTTOPROPLAY,ksante,52,892,24,54,2.194.9,182.8,ng,YoungRicoXO,udyr,46,72,26,65,4.778.0,201.5,ng,xXmLg5w4g5c0p3r,zed,49,366,63,43,1.775.8,207.5,ng,frankatank,missfortune,50,1349,69,48,2.717.0,176.4,ng,BobbyKun,janna,48,260,22,50,2.960.5,15.7,ng
loss,Mojokkal,sylas,54,91,4,50,2.287.5,168.5,ng,Mega Charizard Y,xinzhao,49,110,3,0,1.224.7,135.7,ng,GSG Jgen,jayce,52,301,4,25,1.485.3,225,ng,NicholasGerstink,caitlyn,52,273,2,0,0.781.0,126.5,ng,Jenin,lux,46,37,1,0,2.331.0,35,ng,No What Ifs,riven,53,333,195,51,1.975.9,200,ng,iammtd,jarvaniv,51,307,21,48,3.305.0,142,ng,BlueFireDudester,brand,54,459,441,54,2.615.1,158.2,ng,Cruiser,ezreal,49,79,32,53,2.717.6,178.3,ng,Sunlit Aurora,xerath,44,100,2,50,3.754.0,88,ng
win,Duke of Zoom,yone,49,87,40,73,3.569.4,224.2,ng,ZZCDDQR,karma,59,79,1,0,1.704.0,31,ng,woSZYshizhizhu,elise,54,118,24,63,3.829.2,122.4,ng,IVE YUNA,ezreal,62,74,4,50,1.867.3,153.8,ng,Gwwen is immune,renekton,53,115,11,55,2.472.7,174.4,ng,jréal ,khazix,68,31,3,33,1.427.3,174.3,ng,Motions x Elite,aphelios,62,50,5,40,1.976.8,217.8,ng,Big Woofer,gangplank,43,47,23,39,1.868.5,246,ng,Best Teemo N4,rammus,50,173,5,20,1.362.2,82.8,ng,Gdey,lux,46,24,1,0,2.559.0,61,ng
win,B34RF4C3,fiora,51,239,25,44,1.584.3,179.2,ng,Rék,reksai,53,93,80,53,2.468.1,150.5,ng,King Coffee,aurelionsol,51,374,114,61,2.786.1,238.5,ng,Super Account,caitlyn,54,164,7,29,1.336.0,192,ng,KhmerJr,taric,59,142,129,60,2.773.0,38.7,ng,yibyl,pantheon,51,92,87,60,2.469.6,175.3,ng,JustDa Two of Us,briar,51,393,9,33,2.016.7,151.6,ng,Crimsolos,fizz,54,238,43,70,3.0911.3,173,ng,Milo Thatch,tristana,49,299,34,59,2.478.3,194.8,ng,Jordaneen,rakan,53,138,69,62,4.721.8,33.7,ng
win,RunningAway,ivern,49,117,2,50,4.111.0,147,ng,Tyrannical,shen,50,190,136,56,4.793.7,165.9,ng,your turn to die,yone,49,276,80,50,1.646.9,193.9,ng,twtv worstcamna,ashe,48,272,17,47,3.227.2,192.9,ng,Jodin,zyra,50,94,1,100,3.207.0,30,ng,YordleWithaStraw,ornn,58,12,13,62,3.705.4,190.6,ng,Maximum Brand,vex,49,65,1,0,1.002.0,159,ng,LonTonn,leesin,50,395,6,33,1.494.7,158.8,ng,Dagofwar,missfortune,49,416,60,52,2.259.5,188.1,ng,El Matamoros,milio,48,236,115,52,4.171.2,16.6,ng
loss,sillyboyjoe,camille,51,441,115,61,2.226.6,178,ng,BIinks,sejuani,51,197,10,40,4.214.0,137.2,ng,ßameron,taliyah,50,38,4,25,2.107.8,186.3,ng,Miao Miaó,kaisa,50,153,83,51,1.966.1,190.7,ng,Letitia,taric,49,342,34,59,3.521.6,28,ng,memeorite,jax,50,1101,11,27,1.084.5,155.7,ng,JG Canyon,lillia,46,137,4,75,5.068.5,188.8,ng,Feels Like Jail,varus,51,647,157,59,2.527.1,182,ng,Beamitx,orianna,48,294,2,100,3.839.5,214,ng,hoIiday,milio,57,304,8,50,6.420.8,8.9,ng
loss,Lincolnrock,olaf,60,147,1,0,0.533.0,153,ng,LPL ELSF1,jarvaniv,53,497,14,57,3.098.7,137.5,ng,notKM,neeko,41,75,5,60,3.006.2,110.2,ng,pvnk edwn,twitch,49,414,389,49,2.127.4,156,ng,Eternabeam,sona,46,28,7,57,4.602.9,9,ng,Get Infernal,renekton,61,203,150,63,3.188.2,194.7,ng,Achraf Hakimi ,graves,51,93,17,82,4.637.6,203.5,ng,BB iHelen,galio,63,40,34,62,3.943.9,143.8,ng,fizzinurgf,missfortune,50,232,18,50,2.607.2,184.2,ng,Stitch 626,rakan,49,346,37,57,4.501.6,35.5,ng
win,ZzZzZzZzZzhen,leesin,48,274,5,80,3.8411.2,173.2,ng,JKLin27,sylas,50,167,48,44,2.298.2,132.2,ng,Irmeowww,nami,47,91,23,52,2.961.6,12.8,ng,LaxCn,xayah,54,65,19,63,2.997.1,230.6,ng,Hu Xiu Qiang Wei,kled,51,359,4,50,2.756.3,184.5,ng,KpCuddles,warwick,56,55,77,55,2.827.6,197.9,ng,RememberTheMilk,vayne,42,19,2,50,2.756.5,180,ng,Roninlj,vi,50,50,5,40,2.587.6,164.4,ng,Arayveth,renata,None,None,None,None,None,0,ng,Ðesperately,katarina,46,166,2,0,1.403.5,152.5,ng
win,DBT EtnaD,yone,53,137,65,46,1.966.3,201.2,ng,Anirban,nocturne,50,233,16,63,2.207.3,175.4,ng,ˆˆˆHIˆˆˆ,veigar,55,149,19,68,2.6610.3,252.1,ng,Kaeoeiabur,jinx,55,102,5,40,3.106.2,246,ng,Angelofwhat,alistar,49,456,94,56,2.531.4,30.2,ng,JGRUIN,neeko,73,63,64,72,2.6010.4,215,ng,Kimodii,viego,51,294,1,0,3.2912.0,219,ng,Silver Eros,taliyah,50,8,1,0,1.8910.0,241,ng,Mahondalz,ezreal,50,10,4,75,5.2215.5,269.3,ng,dusk bunny,rell,53,349,16,44,2.951.8,32.3,ng
win,TF Butter Knife,camille,55,211,149,60,2.845.9,185.7,ng,TheMeowingWaffle,kayn,53,370,227,60,2.759.0,182.8,ng,kaster minion,ahri,51,324,19,42,2.495.0,162.2,ng,Dennıs,jhin,53,277,187,55,3.257.8,190,ng,PowerRusher,zac,58,95,83,58,2.603.5,52.8,ng,GRIMbaby,yone,51,1103,140,59,1.856.5,233,ng,desired french,nidalee,79,14,13,77,4.1611.1,178.7,ng,Preeks,ivern,49,218,22,59,3.873.0,119,ng,Ardhanari,nilah,47,75,7,57,2.806.6,220.9,ng,Rampage Park,neeko,51,897,664,54,2.175.6,47,ng
loss,EXPLOSIVE SHlT,teemo,50,316,28,39,1.345.7,183,ng,DarkYG,rengar,49,243,21,67,2.3610.8,186.4,ng,l Klis l,diana,51,217,14,79,2.247.9,221.6,ng,brittykittie,jinx,54,315,25,72,2.156.3,206.9,ng,GG no REEEEEEE,nami,55,294,17,65,3.952.9,13.6,ng,LeGoch,trundle,69,80,31,71,3.595.1,213,ng,Father FY,briar,51,357,28,64,3.0716.3,223.8,ng,Babygirl Sonia,orianna,55,225,8,50,2.192.8,61.9,ng,Unstoppable256,ziggs,52,323,43,65,2.196.8,213.2,ng,Kittylitterfun,yuumi,54,168,32,59,5.251.6,3.7,ng
loss,im a wap doggie,drmundo,51,241,31,61,2.304.8,203.2,ng,XNecturus,evelynn,52,309,1,0,0.832.0,88,ng,Sere1n,yone,50,371,7,57,1.482.3,153.7,ng,Vurashe,vayne,52,449,34,56,2.136.3,165.6,ng,Exilethedark,seraphine,56,230,111,66,3.632.9,41.2,ng,HoB Lee Top,leesin,62,138,97,63,1.888.2,212.4,ng,Oblilvon369Dark,belveth,51,749,302,51,3.156.8,178.1,ng,Bombzilla,orianna,49,341,67,51,3.915.2,196.2,ng,brandopham,jinx,53,164,7,71,2.836.7,214.1,ng,Sugerik,thresh,52,293,108,57,2.942.0,32.2,ng
loss,Bengadon,kennen,49,678,2,50,1.642.5,158.5,ng,Quax2,jarvaniv,61,93,16,63,5.697.7,164.9,ng,New Jeanho,irelia,53,202,17,47,1.536.5,219.4,ng,Creator Soa,caitlyn,49,538,91,52,2.667.2,229.1,ng,a Doggonaut,rakan,64,61,2,0,0.642.0,15.5,ng,RareChubber,sett,54,143,3,100,1.254.3,160,ng,Honka Honka,shaco,56,186,157,58,4.487.1,173.3,ng,Muvsbrolol,ahri,64,50,3,67,3.9411.7,160,ng,6548548,jhin,49,343,65,54,3.307.4,193.4,ng,Feughn,yuumi,50,629,2,100,9.602.0,8.5,ng
loss,The Dârkîn Blade,pantheon,55,239,45,60,2.4511.9,203.4,ng,WL Kairos,ivern,50,123,82,56,3.972.9,135.6,ng,Thicc 19cm POG,yasuo,48,664,55,42,1.104.0,164.2,ng,R1chardsMOnkEE,varus,47,100,4,75,3.137.5,203.5,ng,Druid,ashe,50,44,3,67,2.955.7,156.3,ng,Alpha Male JG,renekton,52,166,9,44,1.676.3,195.2,ng,Rainßerry,graves,53,280,37,49,2.786.6,210.3,ng,Makaio,syndra,57,56,7,57,2.508.4,221.7,ng,Tatsuaki,soraka,50,569,8,63,2.230.4,6.5,ng,awesomenacho,jinx,56,27,4,100,2.5011.0,232,ng
loss,HooverCraft,renekton,48,123,7,43,1.374.4,199.4,ng,C0R0NAVIRUS2019,fiddlesticks,53,704,552,56,3.245.9,153.7,ng,Tall Asur,leblanc,66,73,31,65,2.829.4,180.8,ng,Panda Bambo,jinx,50,12,1,100,7.5010.0,364,ng,AlcoholiCruz,alistar,None,None,None,None,None,0,ng,xXGalaxycraftXx,fiora,None,None,None,None,None,0,ng,lns  PPzzzhang,xinzhao,57,98,8,38,2.199.1,179.6,ng,Tomm4y,kassadin,55,255,122,58,4.087.0,207.6,ng,Aerodynamics,ashe,49,221,14,57,2.034.2,172.1,ng,Crator,zac,53,360,239,58,2.804.3,72.8,ng
loss,OTP Shen,shen,48,811,629,52,2.904.5,88.4,ng,xRandomAsian,khazix,56,405,93,66,2.936.5,180.4,ng,Flyer496,ahri,51,116,79,56,3.555.5,192.8,ng,Reløad,jinx,55,115,50,62,2.797.7,200.8,ng,SadBoySup,rell,72,29,4,25,2.651.8,28.8,ng,Dannieboi,riven,51,138,26,58,2.236.7,209.5,ng,ADC PLAYERS SUCK,fiddlesticks,51,396,159,54,2.215.3,163.8,ng,CharlieTilt TTV ,malphite,51,183,42,57,2.705.6,151.3,ng,JesusIsKing48,vayne,50,1222,485,54,1.897.4,186.1,ng,lulugodponies,milio,58,159,5,60,2.230.6,20.8,ng
win,Have Big Ice,mordekaiser,None,None,None,None,None,0,ng,Square Brick,kayn,52,544,27,48,2.498.1,170.3,ng,Memphrica,zed,55,137,23,61,3.6213.7,221.3,ng,I like Sharkss,kaisa,52,423,33,49,2.158.9,191.2,ng,l Chickenman l,blitzcrank,51,374,23,48,3.351.5,33.2,ng,MarLa,aatrox,52,572,67,61,1.785.2,192.9,ng,STZEVE,wukong,56,169,39,69,3.426.4,170,ng,KING OF CHINA,xerath,49,296,5,20,1.363.2,94,ng,FYJ,varus,51,177,3,33,1.286.0,137.3,ng,skeemour,thresh,51,312,4,0,3.552.5,30.8,ng
loss,Marijuanamancer,olaf,53,193,1,0,0.674.0,181,ng,asdd sadn,rengar,53,457,19,53,2.8610.9,180.1,ng,Phíu Bé Ngoan,azir,64,179,22,68,3.106.9,235.8,ng,MLV Bebsikun,aphelios,53,116,20,55,2.588.2,228.8,ng,Ahold,lulu,48,33,2,0,2.100.5,11.5,ng,NewJeansDanielle,yone,49,754,44,36,1.043.6,192,ng,starry stellar,graves,63,78,2,50,3.674.5,178.5,ng,dkahffkd,twistedfate,59,78,9,56,3.305.7,216.1,ng,ACE ShallowDream,ezreal,48,280,49,51,2.875.5,179.8,ng,Da Warboss,bard,48,349,14,64,2.983.5,18.9,ng
win,Meekel,urgot,52,410,224,62,3.229.0,177.8,ng,    Poke Men,neeko,50,1022,65,55,2.616.0,133.4,ng,fxckk boi,yasuo,52,209,186,53,2.166.7,187.5,ng,LittleDino Dooly,varus,54,121,2,50,1.899.0,187.5,ng,Zyzzyx,renata,None,None,None,None,None,0,ng,exaywn,drmundo,56,162,44,55,2.154.3,212.5,ng,Daddy Noc,taliyah,57,84,1,0,2.003.0,187,ng,DRMARIO94,annie,None_unranked,None_unranked,2,50,3.338.5,141.5,ng,Braandon,twitch,53,182,49,47,2.349.4,162.1,ng,GhostBoo1,rakan,67,24,1,0,1.500.0,38,ng
win,Matthew Renekton,renekton,50,518,402,53,2.294.2,196.2,ng,Ion Vandal,briar,61,33,4,100,3.6416.3,215.5,ng,aspect gaming,singed,50,10,16,81,3.717.6,186.4,ng,rosesarerosie211,lucian,51,232,1,100,2.388.0,210,ng,Peterushka,braum,56,203,3,67,3.750.0,36.3,ng,hypothèse,aatrox,51,637,39,46,1.706.6,181.4,ng,RedFaceRumbleUzi,lillia,61,126,201,62,4.957.0,215.2,ng,Reeeel Badman,kogmaw,57,190,2,0,1.124.0,196.5,ng,Art,kalista,51,226,8,38,2.0610.0,197.6,ng,YAAMMI,nautilus,52,61,9,67,3.151.6,29,ng
loss,LoWbObMcStAnKeM,riven,50,674,243,56,2.316.9,197.5,ng,LegendaryLettuce,nocturne,56,162,69,59,3.487.1,200.1,ng,Maroon Snail,akali,55,271,208,61,3.278.5,182.8,ng,MoreAxeLessTax,draven,46,135,92,51,2.257.6,188,ng,SC Memoria,soraka,49,308,46,54,3.340.5,15,ng,top diff game,sett,46,85,61,53,1.697.4,185.1,ng,Lokkilol,leesin,52,447,30,47,2.978.3,155.3,ng,poprer656sad,syndra,59,207,143,62,2.256.7,178.3,ng,WestSide31,jhin,39,122,25,44,4.267.6,196,ng,lady brown,zyra,58,38,3,100,7.755.7,27,ng
loss,1 finger CR1T,fiora,56,225,15,33,0.934.3,219.7,ng,Greggie,jarvaniv,54,338,120,52,3.626.3,173.8,ng,Budget Jankos,aurelionsol,None,None,None,None,None,0,ng,Xiao Su Rou,ashe,50,333,49,57,2.887.2,197.3,ng,PlayforFunDawg,senna,52,406,4,50,2.335.5,28,ng,StrayKiller,karthus,None,None,None,None,None,0,ng,Ybbab,neeko,62,55,3,33,2.005.7,99,ng,dennytale,talon,52,174,6,33,2.3610.3,207.7,ng,mental good,caitlyn,53,480,41,51,2.847.1,209.9,ng,Clockwork Thief,thresh,None,None,None,None,None,0,ng
win,Divine Departure,nasus,53,271,93,61,3.116.0,174.3,ng,Wait 15,maokai,51,610,85,64,4.423.9,138.8,ng,Làst Xuan,yone,57,75,3,67,2.205.3,238.3,ng,050214,missfortune,50,520,26,58,3.3610.9,216.5,ng,sizeof smurf,poppy,53,698,28,61,3.214.9,166.5,ng,solo activator,fiora,50,1179,918,52,1.554.5,191.3,ng,yuanliang,graves,52,502,19,47,2.527.9,222.1,ng,TheLastManatee,syndra,52,361,27,74,3.126.1,187.4,ng,Posticks,ezreal,49,298,114,57,3.215.5,169.7,ng,erl,rakan,52,327,21,43,3.611.3,35.4,ng
loss,an old player,jax,55,279,7,57,2.334.1,172.4,ng,175,leesin,50,204,6,33,2.485.5,174.8,ng,Introoder,akali,53,30,2,50,2.738.5,182,ng,Unnecessary Love,ezreal,58,53,3,67,3.0914.0,201,ng,cutiey,yuumi,66,41,9,67,4.962.2,5.4,ng,muriform,riven,59,99,19,68,3.199.2,211,ng,pupil drago,nocturne,67,42,31,68,4.554.7,203.4,ng,A ª,syndra,49,468,27,56,2.526.9,196.6,ng,DramaticSaber,kaisa,52,284,11,55,3.3310.1,192.4,ng,Gothoe,rakan,54,263,77,55,3.411.4,33.6,ng
loss,Dunkshow,darius,49,549,491,50,2.067.1,213,ng,trevinski,lillia,51,671,117,64,2.915.5,201.3,ng,LOL XD LOL XD LO,zed,46,273,12,58,1.204.5,173.8,ng,K and OK,ezreal,50,96,4,50,4.229.5,237,ng,Elite Penguin,pyke,51,359,3,0,2.199.3,35.7,ng,Gregory House,tahmkench,54,341,2,50,1.823.5,155,ng,XiâoKàyn,kayn,51,340,285,55,3.747.8,177.4,ng,Go0s3,yasuo,49,170,20,60,1.976.5,208.6,ng,yuri518,ashe,53,241,39,59,2.907.0,180.8,ng,Sinful Boots,soraka,52,414,30,60,2.810.5,11,ng
win,SUPERBURGERFLIP,sett,45,113,4,50,2.769.5,183.8,ng,Rék Sàd,neeko,58,99,19,47,3.288.8,180.1,ng,SRR,aurelionsol,47,212,24,50,2.656.3,189.4,ng,hot smart funny,vayne,59,100,68,57,2.369.1,186,ng,Cristal,lulu,48,423,7,43,2.381.1,11.3,ng,AdamTemplar,masteryi,54,24,2,0,0.603.0,76.5,ng,FloodLOL,khazix,52,512,400,55,2.898.5,183.5,ng,Gecko951,fizz,55,247,101,56,3.078.6,172.8,ng,Myta,missfortune,47,133,1,0,0.402.0,122,ng,Get Smurfed 0n ,zac,53,282,268,55,2.715.3,138,ng
loss,Crybaby Cojones,darius,50,270,28,50,2.219.5,202.1,ng,Fábián Marozsán,diana,52,295,50,68,2.918.3,190.7,ng,Zvpta,katarina,50,175,114,53,2.517.8,174.6,ng,hi im hunter,aphelios,51,162,15,27,2.414.8,203,ng,ahtheenah,milio,49,177,5,40,6.251.2,21.4,ng,Kevvo13,jayce,55,196,2,100,2.132.5,176.5,ng,wuqidashi,kayn,52,106,45,56,2.388.3,174.7,ng,ChocolateApples,orianna,55,171,58,64,2.764.9,195.3,ng,HipsterG,nilah,55,304,60,63,2.717.3,193.8,ng,LePierforeur,nami,49,228,118,49,3.402.6,22,ng
loss,PeRseeO,renekton,54,35,6,33,1.975.2,232.3,ng,Glogs,ivern,49,77,16,50,3.922.0,135.3,ng,Guang Dong Wet,syndra,52,153,3,33,1.907.7,237.7,ng,EileenLoveSteven,kaisa,61,119,4,25,2.007.5,241,ng,VerySorreh,galio,54,139,32,50,2.472.2,32.8,ng,Top Preferred,jax,53,36,27,63,2.256.1,162.2,ng,TellahHi,warwick,52,321,313,53,2.687.6,161.6,ng,SheGankOnMyLane,brand,61,79,2,100,2.504.0,172.5,ng,Estonian Sniper,ezreal,55,114,83,57,2.816.3,202.1,ng,GAM Jackeylove,rakan,49,174,2,50,2.600.5,37.5,ng
