Win.Loss,Player1.name,Player1.champ.name,Player1.overall.wr,Player1.total.games,Player1.champ.games,Player1.champ.wr,Player1.cs,Player1.mastery,Player2.name,Player2.champ.name,Player2.overall.wr,Player2.total.games,Player2.champ.games,Player2.champ.wr,Player2.cs,Player2.mastery,Player3.name,Player3.champ.name,Player3.overall.wr,Player3.total.games,Player3.champ.games,Player3.champ.wr,Player3.cs,Player3.mastery,Player4.name,Player4.champ.name,Player4.overall.wr,Player4.total.games,Player4.champ.games,Player4.champ.wr,Player4.cs,Player4.mastery,Player5.name,Player5.champ.name,Player5.overall.wr,Player5.total.games,Player5.champ.games,Player5.champ.wr,Player5.cs,Player5.mastery,Player6.name,Player6.champ.name,Player6.overall.wr,Player6.total.games,Player6.champ.games,Player6.champ.wr,Player6.cs,Player6.mastery,Player7.name,Player7.champ.name,Player7.overall.wr,Player7.total.games,Player7.champ.games,Player7.champ.wr,Player7.cs,Player7.mastery,Player8.name,Player8.champ.name,Player8.overall.wr,Player8.total.games,Player8.champ.games,Player8.champ.wr,Player8.cs,Player8.mastery,Player9.name,Player9.champ.name,Player9.overall.wr,Player9.total.games,Player9.champ.games,Player9.champ.wr,Player9.cs,Player9.mastery,Player10.name,Player10.champ.name,Player10.overall.wr,Player10.total.games,Player10.champ.games,Player10.champ.wr,Player10.cs,Player10.mastery,Player1.kda,Player2.kda,Player3.kda,Player4.kda,Player5.kda,Player6.kda,Player7.kda,Player8.kda,Player9.kda,Player10.kda
loss,Kaizer Morde,viego,50,433,247,47,187.3,0,StrawberryDureXx,kindred,52,572,226,52,183.4,0,Veiga,veigar,52,405,386,53,205.9,0,BIE CHI BIE CHI,xayah,58,153,3,0,244.3,0,Dal Byul,alistar,53,617,100,57,29.9,0,Lizzy409,renekton,51,462,66,62,186,0,NUNU WINTRADE,nunu&willump,57,515,456,59,163.9,0,Greed,zed,52,475,302,57,215.2,0,array4,jinx,52,243,23,61,191.4,0,tamım,janna,51,788,176,52,12.2,0,2.6875,3.1084,2.6250,2.8167,3.2413,2.3260,3.1651,3.1673,2.5564,3.0613
win,Elo Demon,ornn,58,177,175,59,185.9,0,ChasingMyDreams,hecarim,69,36,6,50,145.5,0,Ryzeini,azir,56,143,76,55,224.8,0,DeadEdge,tristana,52.77,265.88,0,54.01,0,0,The Wench,yuumi,47,133,208,52,3.1,0,Khòöó ,aatrox,52.77,265.88,0,54.01,0,0,KLZ Sundae,jarvaniv,57,138,7,57,134,0,APL clØudy,orianna,42,45,6,83,223.3,0,APL Thng,kaisa,46,65,14,57,229.7,0,APL youngtobi,leona,52.77,265.88,0,54.01,0,0,5.0838,1.9367,3.0266,2.80,4.4613,2.80,4.9661,4.8988,3.86106,2.80
win,PogoDuMaxi,warwick,53,167,3,67,170.3,0,Zzloba,fiddlesticks,51,566,489,53,168.3,0,bombtruck457,syndra,46,126,27,48,207.5,0,far,sivir,33,21,1,100,278,0,chimchar40,janna,55,66,21,57,20.5,0,YeeterDownASixer,maokai,47,293,3,33,205.7,0,IMyon,leesin,50,1498,83,43,144.3,0,Erick Dota,zoe,49,620,155,57,168.2,0,OSU 5150,varus,48,657,52,58,207.2,0,Impetuous Draven,nasus,65,68,11,55,27.5,0,2.3357,2.8251,1.8756,1.8940,3.8410,2.1620,2.5148,3.0281,2.7572,2.4223
loss,comedivetoplv3,fiora,53,347,230,57,198.1,0,GuiShenZhaoYun,xinzhao,49,79,13,23,186.2,0,lIlIlIllIlIlIl,leblanc,54,395,17,59,189.4,0,Møgie,jinx,45,181,188,52,189.9,0,Vestie Daimaku,leona,48,91,58,55,32.8,0,Zerkiu,jax,53,146,52,64,172.6,0,Rainßerry,evelynn,55,228,94,65,158.5,0,SoloHitman,katarina,49,350,319,49,173.5,0,CURRYWURST666,ezreal,63,60,2,100,201,0,Firepup16,janna,52,454,20,60,18.2,0,2.1948,1.5564,3.4076,2.5376,2.8314,1.7870,3.6977,2.8998,2.8330,2.9024
loss,TAG Caynn,viego,52.77,265.88,0,54.01,0,0,TAG Espada,jayce,57,122,25,60,198.6,0,TAG Dustnine,varus,49,35,2,100,167,0,Dylraider,pantheon,50,246,16,44,61.1,0,minionfeetlover,aatrox,46,85,3,100,174.3,0,8LS One and Only,yone,52,307,9,44,219,0,Charmed Im Suré,nami,65,23,16,69,10.9,0,Hey Goofy,irelia,52.77,265.88,0,54.01,0,0,8LS NO U,jinx,47,382,3,67,218,0,FOU D ABSINTHE,diana,49,424,4,75,181.3,0,2.80,2.0084,3.6360,2.5675,3.19107,0.9142,3.3820,2.80,3.7597,2.73115
loss,BBearDude,volibear,51,350,324,53,167.4,0,pdf file gap,khazix,53,585,12,42,172,0,Pale Horses,orianna,51,174,3,33,203,0,letters from,kalista,42,53,14,50,205.4,0,high elo bf,soraka,62,65,1,100,4,0,OLOUQAQ,aatrox,55,127,34,56,193.2,0,Bio1,graves,50,235,50,48,177.4,0,Zombies,ekko,60,10,8,63,171.8,0,Recrex,ashe,53,182,7,71,181.9,0,No1teamplayer,renata,52.77,265.88,0,54.01,0,0,2.0058,2.72108,3.3640,2.0294,6.6700,2.7066,2.3552,6.65119,2.8361,2.80
loss,grrraaa,aatrox,45,148,12,42,174.1,0,talent issue,ekko,55,124,5,20,187.2,0,Son of Orge,urgot,51,439,90,49,204.7,0,int for dmg,draven,58,192,92,67,171.3,0,Dice Bot,janna,55,197,71,52,18.3,0,Main Marino,volibear,53,191,32,66,163.3,0,KhangYi,masteryi,51,677,242,56,170.6,0,Sapfiros,syndra,52,350,82,60,179,0,KoreanDaddy,ziggs,52,347,5,40,197.6,0,Jorge Mario,lux,56,241,2,100,99.5,0,1.3666,2.0844,2.2282,1.8999,4.0120,2.3259,2.5790,2.8058,2.5442,5.3365
win,Nellum,vayne,51,574,345,53,198.7,0,Yone Zoldyck,fiddlesticks,54,225,10,70,166.2,0,Geunn,ahri,49,37,2,100,151.5,0,YheChen,jhin,51,140,47,51,193.1,0,Icaruson,renata,52.77,265.88,0,54.01,0,0,LoWbObMcStAnKeM,yone,51,673,8,50,210.5,0,GuaPiDuiZhang,reksai,52.77,265.88,0,54.01,0,0,old and slow,orianna,36,11,2,50,254,0,KaIista3,kalista,66,29,8,75,212.5,0,black balloons,sona,51,341,12,33,11.9,0,2.1757,2.7583,7.2585,3.4171,2.80,2.1375,2.80,1.6075,3.4374,3.0615
win,BuZai ShengQi,olaf,53,143,4,50,180,0,Saxbo69,masteryi,61,70,70,63,189.8,0,say ho ho,sylas,52,336,23,52,126.5,0,The Map,ezreal,53,229,77,58,211,0,AmeIiorate,blitzcrank,51,167,28,57,29.7,0,top dream,camille,51,357,99,54,188.2,0,bo7atem,vi,56,115,1,0,89,0,Kermate,syndra,50,814,38,47,207.4,0,Teddy Kun,ashe,52,205,17,59,180.7,0,stelllarstella,senna,51,404,13,62,28.4,0,1.3228,2.3683,2.3861,3.4780,3.7922,2.0861,1.0020,2.9064,3.1776,2.9231
loss,Sohh9832,mordekaiser,51,248,11,46,177.2,0,FlyingBeaverFTW,jarvaniv,58,168,1,0,180,0,Joker Kog,katarina,47,207,4,0,162,0,Scythorak,vayne,50,380,32,53,195.8,0,Aubreey,janna,48,136,9,56,13.1,0,The Elo IRS,gangplank,50,376,27,44,202.4,0,au revoir amour,karthus,53,179,86,59,198.7,0,Rogue Again,viktor,51,388,220,54,182.9,0,Marshall Lee,lucian,53,446,80,59,202.1,0,S MemberOfEnemy,leona,52,930,42,57,37.7,0,1.7949,1.2080,1.9185,1.9978,3.5818,1.8352,2.3178,2.2551,2.3676,2.2033
loss,yuzhu233,renekton,53,58,41,51,182.6,0,Stitch 626,ivern,50,325,5,60,135.6,0,Delilah,leblanc,49,672,263,54,202.2,0,mooyork,ashe,50,173,6,33,193,0,moomoo02gaming,sona,47,154,1,0,6,0,GoldenNinja103,jax,50,511,152,50,167.8,0,KaranTheGreat,nocturne,50,90,1,100,195,0,Full Sand,syndra,65,77,8,63,266.6,0,våx,vayne,51,639,237,57,189.1,0,Small Fluffy Cat,janna,49,453,106,52,11.3,0,2.2649,5.1116,3.1989,1.3430,2.5000,1.8338,13.50150,2.5074,1.7791,3.2611
loss,Heinz BakedBeans,mordekaiser,53,73,4,50,220.3,0,Asmitå,khazix,49,288,12,58,153.8,0,eqflashaeqr,vladimir,47,225,33,55,193,0,bark go duck,ashe,48,231,8,50,160,0,BeatingMyMeep,janna,51,146,6,33,14,0,Kyurí,chogath,50,685,50,60,183.9,0,SuppaKoopa,belveth,55,272,177,58,163,0,Ocean of Sand,azir,50,218,199,53,206.3,0,Lyze,vayne,51,579,332,54,201,0,DU Fatcat,bard,48,335,43,54,14.2,0,1.1138,2.7563,2.8465,2.4163,2.7003,2.1550,2.8981,2.2855,2.6470,3.4317
loss,Mätcha Mochi,poppy,52,228,123,54,172.4,0,deathbygabe1,viego,48,383,10,40,134.6,0,AHHH MY HEAD,diana,41,41,21,52,196,0,HAM,jinx,47,244,10,40,180,0,Fz Ivy,zyra,50,516,507,51,65.9,0,Mcmaster Dabao,fiora,51,542,10,50,141.4,0,Jimmy Hoang,ivern,59,41,30,57,140.9,0,JoycBl,yone,51,150,4,25,216,0,Lighting,xayah,59,87,14,64,245.6,0,Brett,rakan,48,193,9,56,32.7,0,2.5251,2.2373,3.6070,1.8560,2.1039,1.0641,4.4926,1.9378,3.6593,2.6302
win,SUPERJZ2,aatrox,51,104,3,100,187,0,Aeyce,fiddlesticks,51,429,349,52,167.6,0,Karieta,akshan,46,153,6,50,231.3,0,Lyze,vayne,51,579,332,54,201,0,Veggie,janna,45,266,36,61,13.2,0,igloofoo,camille,56,190,71,63,176.4,0,True Fill Player,leesin,50,127,13,23,157.2,0,qwertz,leblanc,58,103,84,64,206.3,0,T1 Madlife,sivir,47,379,2,0,151,0,mikayura,milio,48,587,52,46,10.8,0,2.6433,2.6950,3.0090,2.6470,6.0608,2.2574,2.4375,4.3761,0.5710,4.5307
loss,GachaBass,jax,50,415,17,71,206.5,0,Hadzic,shaco,56,453,61,67,157,0,Pops PH,sylas,53,266,33,52,170,0,Pakwan,caitlyn,58,159,7,57,169.9,0,D4rkn3ss,alistar,53,364,9,78,28.4,0,3176422,tryndamere,52,1271,57,65,220.9,0,Vinaka,graves,54,265,54,59,187.7,0,Haboper,yone,61,62,27,56,220,0,Cile,ziggs,54,205,5,60,225,0,556223,maokai,51,1709,532,55,38.4,0,1.7058,3.48115,2.3276,2.7446,2.4217,2.1390,4.0490,3.6863,3.2152,2.9622
loss,Acedeuce124,yone,54,133,2,0,91.5,0,loóna,reksai,65,31,1,0,74,0,Łuxânnà ,nami,61,46,1,0,61,0,ArianasPlanBPill,tristana,61,154,5,80,205.2,0,Tsumani,lux,44,108,2,50,46.5,0,Grandma Steve,volibear,53,60,46,35,217.3,0,TFL Pag,leesin,50,149,3,33,117,0,Abuela Tricky,ahri,17,6,8,38,174.6,0,Ðayx,caitlyn,49,75,3,67,153.3,0,ReformedPlayer69,bard,52,118,42,64,14.2,0,0.7140,0.4010,0.8320,3.4594,3.8030,1.3960,1.7997,1.7058,2.4353,3.5727
loss,3in1warrior,renekton,58,109,92,58,189.3,0,BigOssy,reksai,52.77,265.88,0,54.01,0,0,Jedos,syndra,53,619,35,60,187.7,0,Tehpwner188,yasuo,53,381,4,25,170.3,0,send rope,senna,51,746,43,56,39.3,0,Zanexiety,garen,52,572,11,46,207.4,0,Karasmai Rhaast,kayn,53,344,284,56,205.6,0,Tenacity,orianna,52.77,265.88,0,54.01,0,0,Jaeger1,ezreal,55,128,1,100,224,0,Protos,ashe,52,476,3,67,15.3,0,2.1862,2.80,2.0044,1.2940,2.7246,1.3148,3.3479,2.80,17.00120,3.6930
win,lambdadeltaA,kennen,61,23,11,82,181.6,0,1v1meCIubPenguin,briar,49,185,85,53,188.3,0,Caelifer,zed,55,222,47,40,212.3,0,Aetate Ignis,jinx,58,122,14,79,253.1,0,Hook King,zoe,50,203,132,52,36,0,YUJI VS SUKUNA ,gnar,49,185,33,39,189.1,0,ySjZcKLambert,evelynn,55,246,83,57,155.9,0,DullToast,swain,76,55,39,77,180.2,0,wait till u back,sivir,50,284,32,44,201.6,0,Proxys,janna,54,583,28,54,13.7,0,2.1388,2.9196,2.3162,3.3194,2.4456,1.9640,5.00120,3.7973,1.9547,4.1408
loss,isei,kennen,90,10,11,100,173.9,0,Cinderella,nami,68,109,25,80,9.7,0,odins student,vayne,60,45,10,60,186.9,0,LilKimchiThot,syndra,68,62,2,100,159,0,nagusame,vi,51,78,2,0,161.5,0,Teddy Kun,renekton,52,205,8,63,240.6,0,Nay Mai,jarvaniv,55,117,16,56,153.9,0,J í n n ì e ,leblanc,52.77,265.88,0,54.01,0,0,06NovTraSuaKoBeo,lulu,57,67,3,33,15,0,Tae Wøø,caitlyn,59,58,36,69,190.1,0,8.42120,5.3518,2.83111,4.5075,1.7465,2.8168,2.9264,2.80,2.8213,2.9480
win,TheRTSGuy,camille,49,470,75,51,182.9,0,Musssle,lillia,48,112,5,20,192.4,0,bronquitis,qiyana,49,84,65,54,167.3,0,bandages,kalista,58,45,34,62,199.9,0,olikome,amumu,51,191,3,100,104,0,citrus gobbler,zac,51,203,3,33,97.7,0,IamZíggy,shyvana,40,82,3,33,317.7,0,Heåven µ,yone,51,668,9,22,173.1,0,Divine Dancer,kaisa,50,552,18,39,193,0,High Off Shimmer,milio,53,386,100,57,8.6,0,2.7181,2.4576,2.20100,2.5996,3.9340,2.0533,2.6047,1.4456,1.7871,5.3708
loss,Muahahahah,gnar,53,438,361,54,185.4,0,Rainb0w Six,graves,45,66,4,0,95.5,0,nvm,swain,52,901,69,57,163.2,0,Hugurmundur,aphelios,40,70,15,33,202,0,MLG Origin,bard,48,211,26,50,43.1,0,wan ni lao ma,yone,54,390,15,60,189.7,0,JG CHASM XD,reksai,47,58,23,48,150.6,0,Yuumíí,xerath,51,73,16,63,149.5,0,Ćhurchs Chicken,caitlyn,47,394,33,46,186.8,0,06NovTraSuaKoBeo,rakan,57,67,54,52,43.2,0,1.5751,0.9733,2.4575,1.5259,3.3029,1.4950,3.2187,3.3654,2.0143,3.3317
win,Rivercona,garen,54,451,13,46,195.4,0,Master YourseIf,leesin,48,191,148,48,147.4,0,beetfarmz,velkoz,51,74,55,56,70.2,0,RyuShoryu,ezreal,51,562,82,60,204.9,0,Arkam19,karma,49,131,18,61,35.8,0,GOU XIN DOU JIAO,jax,54,361,19,32,191.5,0,Naape,nocturne,51,483,2,50,187,0,weweepepee,karthus,58,127,39,64,189.2,0,vx LV1352050,twitch,67,70,2,50,246,0,PCP Lick Toes,alistar,58,229,210,58,29.4,0,2.6656,2.7479,2.4345,2.9575,2.5522,1.5446,2.0645,2.8686,3.83140,3.4613
win,PeacefulSojourn,nasus,53,560,60,68,196.4,0,DDDNS,brand,52.77,265.88,0,54.01,0,0,EneI,yone,49,215,119,51,204.4,0,Hukkles,lucian,52,314,20,65,211.6,0,ScaredSoon,janna,52.77,265.88,0,54.01,0,0,clintonkwong,darius,53,247,9,33,208.2,0,Terrarusfive,vi,42,140,53,42,168.2,0,GreyPowerVan,morgana,55,222,2,50,173.5,0,G1ory,jhin,39,51,8,13,175.6,0,UltimateMan10,xerath,61,41,11,82,46.2,0,3.3746,2.80,1.7574,2.4685,2.80,1.8774,2.6358,4.1430,2.1176,5.8042
loss,Main Marino,kennen,53,191,31,36,180.5,0,Sainto,graves,52,131,54,57,186.3,0,SocialPlayer123,irelia,51,71,4,50,181.3,0,Columbia GKE,aphelios,52,639,83,48,217,0,FrowstyWaffles,thresh,50,257,80,60,29,0,nrt,aatrox,44,77,7,43,190,0,Topas,ekko,51,47,9,44,165.1,0,Gnoah,tristana,52,728,48,44,213.5,0,Im Your Oppa ,ashe,54,385,132,66,191.6,0,Ćody,alistar,50,271,3,67,29.7,0,1.7955,2.6375,1.7175,2.3356,2.7717,1.9253,2.4856,1.8273,3.2275,2.4810
loss,CURRYWURST666,nasus,63,60,11,73,178.3,0,RaZoRKiLLeR9,rammus,57,269,128,64,160.4,0,Asthoen,sylas,51,164,6,83,164.2,0,FYJ,tristana,51,163,11,46,185.3,0,stfu fool,taric,57,28,32,63,35.4,0,Djangoat,aatrox,49,1037,33,49,177.8,0,CEENA Sama,poppy,66,88,1,0,129,0,HelIoWorId,fizz,52,176,26,50,171.3,0,viper5,zeri,69,13,1,100,133,0,miao miao quan,yuumi,53,580,533,53,5.4,0,2.6053,4.6359,3.0382,2.6265,4.3012,1.8039,3.0040,2.5995,11.0050,4.8016
loss,BronzeFiveGawd,kayle,51,182,1,0,168,0,gi ghe z troi,belveth,58,31,2,50,137,0,Jonathan,zed,55,176,58,52,197.1,0,EskLizard,seraphine,49,194,49,49,168.5,0,Crackin Fours,zyra,52,225,215,55,42.6,0,Branches,ksante,52,281,6,67,148.2,0,StuffiePBE,briar,53,425,53,60,180.2,0,birdlovr,xinzhao,58,123,47,66,186.3,0,Lothondonn,yasuo,48,327,10,50,229.7,0,Rem1a,janna,50,618,46,54,8.9,0,2.0080,1.4040,2.3573,3.1633,2.8235,1.9542,2.3978,2.9891,1.2864,3.2910
loss,A WayWard Gale,yone,60,52,15,47,242.7,0,clintonkwong,khazix,53,247,2,50,126,0,jodhho,zoe,48,90,37,43,153.4,0,BK Randy,ashe,39,28,4,25,165,0,mreeoww,sona,50,244,21,38,11.5,0,Vonnadayam,illaoi,55,230,7,71,209.1,0,Gangbanger,kayn,52,542,1,100,167,0,loveli,tristana,56,103,16,75,204.6,0,Love Rendezvous,seraphine,51,304,18,78,163.2,0,XXHEROXZXX,morgana,52,177,14,79,24.8,0,2.2380,3.1145,2.5272,1.9670,3.1522,1.7036,2.0070,3.18123,3.7743,4.2034
loss,DRX Kingen,aatrox,49,47,8,50,153.3,0,88 Olympic,viego,46,85,2,0,104.5,0,82 lildam,azir,36,59,3,33,192,0,AD gay,ezreal,64,80,18,61,192.5,0,lunabi,karma,50,30,9,33,18.8,0,bugaboo1231,kayn,38,26,7,29,194.3,0,LPL REIWDNG,renekton,51,418,10,40,220.3,0,SKT T1 Jerry,orianna,49,41,7,43,183.6,0,Saber is Life,vayne,55,125,5,80,197,0,Rain Inside,lulu,54,70,35,54,13.9,0,2.0261,1.0025,2.0047,2.9183,3.7026,2.3076,2.2992,3.8544,4.0088,3.4113
loss,Maxkim2233,galio,67,64,17,71,174.1,0,Nyaoha,yone,71,7,6,50,218.8,0,YY Kaneshiro,thresh,51,381,179,50,30.6,0,SailorMo00on,vi,47,17,1,0,83,0,Ghøsty,samira,70,57,1,100,228,0,E 350 amg line,sylas,92,12,3,100,141.3,0,ig all,poppy,48,63,13,62,121,0,Mukiman,ashe,42,53,9,89,95.2,0,Trap boii ,jax,25,8,1,100,148,0,Riyul,karthus,52,93,45,67,165.2,0,4.3863,2.6492,3.0915,0.7500,3.22190,6.1783,3.1435,5.0344,6.0,2.9094
loss,TOPLANE CANEDOM,jax,54,219,98,50,177.1,0,آدم,lillia,57,181,33,64,191.2,0,snarkyy,jayce,56,368,22,36,196.9,0,Lemsass,jinx,54,173,9,56,174.4,0,Mercurial,rakan,52,494,356,53,37.4,0,zpy,renekton,65,104,11,73,206.1,0,2023 JG LFT,viego,56,188,93,61,170.8,0,shochi,syndra,51,842,34,53,214.4,0,Khun AgueroAgnis,ezreal,54,246,8,75,199.3,0,Synotic,poppy,52,393,140,64,57.9,0,2.3055,4.7385,2.5752,2.3872,3.0615,2.2248,2.7685,2.8359,2.9574,2.9734
loss,NiceJ99,fiora,53,210,12,42,200.6,0,Shouldnt Be,maokai,52.77,265.88,0,54.01,0,0,crkromi,sylas,58,204,6,67,142.8,0,Still In Iron,ezreal,47,350,9,56,216.6,0,Arvay5,nami,52,799,71,47,12.5,0,Eain Mom GG,olaf,48,178,156,47,213.6,0,Lezhwbw,ekko,59,150,24,79,190.5,0,BB iHelen,galio,61,36,26,62,142.1,0,Mó Wáng,kaisa,57,252,26,58,225,0,4Kobe24,blitzcrank,53,489,13,54,36.2,0,1.4747,2.80,5.47117,1.8168,3.2719,1.6565,5.3199,3.8837,2.9697,2.8014
win,I Am Bald,swain,62,37,2,50,143.5,0,SilentLullaby,reksai,51,356,33,49,159,0,Jarabee,akali,52,193,6,50,163.8,0,JDPayne,vayne,50,348,64,53,194.8,0,mf234,rakan,49,256,2,50,27,0,Ka1ious,jax,52,433,88,53,179.5,0,Anton Telamon Yi,masteryi,58,153,119,60,175.1,0,ScaryEmp,sylas,52,542,187,49,151.7,0,thot kogmaw,kogmaw,53,184,315,53,191.6,0,URGOT SUPPORT OP,urgot,57,204,111,56,56.8,0,1.0020,2.8879,3.8198,3.2777,2.4225,1.7346,2.39121,2.3358,2.1786,2.2255
loss,Raimopaska,renekton,52,185,4,25,201.5,0,KsantSlay,lillia,51,309,5,20,155.4,0,52W32PHR,sylas,50,113,3,33,90,0,Anndaln,aphelios,54,136,25,44,187.9,0,SalutCLucas,zac,46,373,338,47,155,0,Tawnaydisa,fiora,52,136,55,53,180,0,Banana Farmer,evelynn,48,263,29,72,142.1,0,MartialArtsForY,irelia,49,806,19,42,215,0,Gustav Elijah,tristana,51,212,37,62,194.9,0,merkingismygame,swain,53,89,42,52,33.2,0,2.0960,3.5758,1.4753,1.5642,3.3336,1.8674,4.17113,1.3962,3.7964,2.8859
loss,George Boosh,urgot,70,30,15,73,200.2,0,Cody Allen,wukong,50,253,11,36,159.9,0,achýles,sylas,53,345,51,69,152.2,0,Joergerbomb,yasuo,50,524,400,49,186.3,0,changgustar,renata,52.77,265.88,0,54.01,0,0,WuKong Player,jax,54,375,27,56,200.3,0,SAHSOOK,lillia,46,565,7,57,171.3,0,n9r f9t,zed,61,61,47,68,230,0,Top Gap exe,tristana,49,355,1,0,181,0,Robozes,pantheon,55,366,193,60,68.4,0,2.4679,2.4372,3.4088,1.6056,2.80,1.5755,3.0081,3.41109,2.6080,2.4369
loss,illumikx,ornn,58,12,1,0,138,0,AncientAeonNA,graves,49,198,2,0,198,0,nıssan,sylas,52,106,4,0,182,0,King Tigga,kaisa,54,392,6,50,188.8,0,SANTØ,pyke,80,25,5,60,45.4,0,Monspeet,darius,49,315,5,60,152.8,0,KaiyzerChief,lillia,52,244,58,55,201.9,0,Major Fizz,leesin,72,47,13,92,139,0,Faline,xayah,82,22,9,78,204.1,0,xToRk,alistar,48,508,302,52,27.5,0,2.2510,2.0850,2.4453,1.90107,2.9652,2.5062,2.9966,4.8795,3.5276,2.5616
loss,HayasakaBestMaid,illaoi,52,677,3,100,170.3,0,HerÓ,nocturne,49,572,51,53,183.5,0,Bdog98,sylas,50,670,47,43,161.7,0,THE LAST FRESH1,draven,69,51,8,63,206.3,0,Mrs Edispaghetti,rakan,61,94,10,50,40.7,0,UnholyNirvana,yone,51,246,2,50,198.5,0,SolomonjYe,leesin,62,97,29,62,175.2,0,PsychoKinetic,taliyah,48,534,217,55,197.7,0,0DegreesKelvin,ezreal,52,531,98,53,190.6,0,Fairysito,janna,57,23,1,100,12,0,1.0720,3.7676,2.2080,2.0679,2.8014,1.5470,3.0690,2.4353,3.6662,5.0030
loss,Sweet Creams,gwen,48,189,8,50,227.9,0,AirArctic,poppy,43,46,32,63,141.7,0,Amonza,illaoi,44,27,59,64,217.7,0,Shengineer,sivir,58,107,3,33,208,0,johntheusername,bard,57,371,232,60,29.5,0,Sexy Dustpan,garen,56,55,37,76,274.4,0,HLP Owlphelia,kayn,62,123,1,100,205,0,HLP Horngu,azir,60,99,65,55,212.6,0,HLP Loxnake,samira,54,65,23,52,217.3,0,HLP Adinah,pyke,64,36,9,56,35.7,0,1.65101,3.5180,1.9581,2.1657,2.9134,4.0287,6.3370,2.2160,3.04104,1.7042
loss,Suspicious Plant,nasus,47,135,44,59,158.7,0,saiai,jarvaniv,49,426,65,51,159.2,0,TSM BurgerKing,syndra,47,685,87,54,219.5,0,shirakami fan,varus,59,99,8,63,179.1,0,piaoGG,neeko,48,309,1,0,25,0,AdibIsWat,gangplank,47,198,183,48,205.7,0,vik,orianna,47,578,10,60,163.9,0,Barnes,hecarim,49,320,51,57,210.6,0,AnKiMochi,ezreal,51,835,3,33,166.7,0,xSpecter,renata,52.77,265.88,0,54.01,0,0,2.8230,3.0553,2.2269,3.02121,1.0040,2.3366,2.6847,2.6485,3.5537,2.80
loss,into a trance,sylas,54,157,1,0,134,0,The EarRæper,nunu&willump,49,212,115,54,153.5,0,Prince BB,zed,13,8,1,0,168,0,LGM Snow,twitch,46,26,12,58,181.8,0,Phúoc,leona,50,543,10,60,28.8,0,drtt123,gwen,48,175,66,49,191.1,0,gabzpiano2,xinzhao,54,89,83,57,184.4,0,TBM Chradalix,malphite,50,221,12,58,139.2,0,IcathiaRain2001,ezreal,67,45,24,58,180.7,0,zesty boywife,karma,49,385,144,53,28.3,0,1.1460,3.5356,5.5030,3.79103,3.9314,1.5565,2.2867,1.8033,3.2078,2.8427
win,Plz KiII My Adc,quinn,56,84,1,100,183,0,yortifan42069,nidalee,50,232,37,54,150.4,0,Win Wall,yasuo,52,296,77,53,223.9,0,skillshot phobia,samira,54,599,5,60,178.2,0,Clone Jutsu,thresh,53,523,13,39,35.2,0,ltbd78,leblanc,53,349,319,53,182.6,0,Xd fan,jarvaniv,33,6,1,0,109,0,3 15 worlds,orianna,50,106,15,33,191.5,0,Hides In Bush,draven,59,70,1,0,164,0,Kyoriosity,rakan,54,83,1,0,24,0,1.0020,4.6994,2.0655,2.44126,2.2520,2.6566,2.4350,2.9167,0.8960,1.4400
loss,CleverMalphite,ksante,58,86,23,52,190.2,0,Blade is Mine,masteryi,50,331,293,49,164.6,0,Asaka Narumi,orianna,61,44,1,0,178,0,crackheadbarbie,lux,60,75,1,0,199,0,Dęng Tian Hei,rell,57,143,2,50,29.5,0,TankYi,varus,51,1137,72,47,181.8,0,Bluebird73,ekko,49,114,59,56,197.5,0,ANHQXïÄ,pantheon,49,713,118,54,165.4,0,Ahad,missfortune,50,812,16,56,200.2,0,Vel Style ,blitzcrank,51,493,108,50,29.9,0,2.1121,2.3592,1.8670,0.7520,1.9115,1.4857,3.3394,3.0079,2.8277,2.3119
loss,1 Percentage,yone,54,506,16,44,214.6,0,Mytharium,brand,53,412,11,73,196.6,0,DonkatsuKing,irelia,51,367,13,69,218.4,0,cut his name,ezreal,56,152,5,60,175.2,0,Cathaldus,ashe,48,487,14,50,60.7,0,RedFlameEvolved,jax,57,185,1,100,337,0,HmongCreator,graves,52,645,56,64,206.1,0,SPINACH KATA,katarina,64,110,121,65,177.2,0,Øne Lies,ziggs,56,78,3,33,293.7,0,Gajjar,senna,57,148,25,52,21.6,0,1.5061,2.4577,2.8797,3.2866,1.8651,1.00100,2.70102,3.16135,5.20100,1.8840
win,Panzora,fiora,51,400,101,43,191.3,0,Stitch am I,sylas,52.77,265.88,0,54.01,0,0,HaiL9,tristana,52.77,265.88,0,54.01,0,0,enigami,jinx,55,11,1,100,141,0,IzayoiSakuya719,sona,50,161,1,0,16,0,Myzo,kayle,49,235,3,100,248.7,0,heppy,kindred,49,151,76,57,193.7,0,RaZoRKiLLeR9,swain,57,269,3,67,106.3,0,Varialez,vayne,55,214,38,63,220.1,0,skinny batman,zilean,52.77,265.88,0,54.01,0,0,1.1739,2.80,2.80,5.0030,2.3320,1.4650,2.5773,2.3350,3.3076,2.80
