Win.Loss,avg_ally_champ_wr,avg_ally_champ_games,avg_ally_total_games,avg_ally_overall_wr,avg_ally_cs,avg_ally_kda,avg_enemy_champ_wr,avg_enemy_champ_games,avg_enemy_total_games,avg_enemy_overall_wr,avg_enemy_cs,avg_enemy_kda
loss,40.4,9.0,152.0,56.2,142.94,2.409928,58.4,43.6,95.2,48.6,135.18,2.09192
win,32.622,17.8,119.62,50.612,100.28,1.78962,42.044000000000004,1.6,95.24000000000001,45.824,118.66,3.1813340000000006
loss,29.8,12.2,64.0,57.4,130.3,2.2363,54.2,51.2,128.2,45.6,164.4,2.5647
win,84.2,14.0,94.0,52.412,161.04000000000002,3.2306199999999996,21.2,6.6,70.2,38.0,121.22,1.3609000000000002
win,76.6,29.6,97.4,50.4,145.14,2.464568,54.822,46.4,106.22,47.812,101.76000000000002,2.33824
loss,32.4,9.0,87.2,47.4,144.35999999999999,1.9530199999999998,74.022,4.0,80.42,44.412,111.2,3.0479
loss,30.6,63.0,89.8,45.812,143.56,1.88932,67.8,17.4,138.4,47.4,158.54000000000002,3.36192
loss,30.8,54.4,99.0,48.2,160.1,2.3255000000000003,50.044000000000004,73.0,191.64000000000001,49.224000000000004,89.44000000000001,2.3380400000000003
win,82.4,16.6,60.8,55.612,175.74,2.55886,43.6,24.6,137.0,48.0,150.98000000000002,2.60216
loss,38.4,47.8,158.6,47.0,134.9,2.00122,64.6,52.6,103.6,48.0,143.0,2.711672
loss,32.4,28.6,82.8,41.6,113.9,1.9185400000000001,54.6,27.8,205.6,50.4,133.18,2.194
loss,33.0,36.6,74.0,46.2,147.32,1.6732219999999998,82.0,8.6,137.2,50.2,162.3,3.32111
loss,28.8,18.6,125.6,44.8,171.94,2.25162,63.4,10.0,100.8,51.4,148.76,2.9531
win,89.2,5.2,94.0,42.8,116.54,4.878196,40.422000000000004,18.6,83.42,48.812,96.98,1.78234
loss,49.2,29.4,128.8,49.8,157.56,1.9453220000000002,63.8,115.4,189.6,51.812,193.00000000000003,3.1662879999999998
loss,37.6,14.8,24.2,53.824,168.28,2.96138,60.8,20.6,169.8,53.412,156.7,3.107892
loss,48.0,56.4,122.4,51.0,141.9,2.5073,59.222,25.8,111.62,55.012,111.54,2.68666
loss,44.4,64.2,92.8,47.6,157.0,2.609182,51.4,24.8,112.2,51.0,126.97999999999999,2.6860799999999996
loss,32.0,11.4,57.4,53.612,136.96,1.81608,54.0,44.0,154.2,46.4,132.34,2.17584
win,62.66600000000001,1.4,96.25999999999999,48.436,87.24,2.60988,32.622,14.4,92.42,44.012,118.0,1.85994
loss,9.2,8.6,27.8,48.412,127.73999999999998,1.30064,49.2,16.4,127.2,46.0,149.26,2.7237359999999997
loss,30.4,9.6,121.8,48.8,114.0,1.9549599999999998,50.2,56.8,121.2,53.4,154.68,2.61896
win,72.822,19.4,82.22,43.812,124.06000000000002,3.0750599999999997,26.4,16.6,144.0,47.812,122.47999999999999,1.76404
win,56.0,66.6,104.0,51.0,151.95999999999998,2.96826,40.4,30.0,159.0,46.6,141.86,1.8650000000000002
loss,31.0,13.8,57.0,40.0,128.76,1.95548,80.8,14.4,85.6,49.0,138.88,3.181826
loss,39.2,20.2,61.6,47.8,149.72,2.057724,63.222,15.6,92.02000000000001,49.212,114.58000000000001,2.60196
loss,57.222,30.2,108.82000000000001,53.212,148.06,2.6165519999999995,58.644000000000005,7.8,131.44,50.224000000000004,81.88000000000001,3.371168
win,65.6,18.8,128.8,49.8,140.57999999999998,2.66064,39.8,78.6,178.6,52.6,149.56,2.09882
loss,47.822,32.6,125.62,48.412,130.12000000000003,2.7106799999999995,71.22200000000001,10.6,57.42,50.236000000000004,120.78,2.6894199999999997
win,56.822,25.6,141.22,49.612,111.53999999999999,3.2942799999999997,39.2,15.2,165.6,49.0,150.26,2.52852
loss,47.422000000000004,24.2,166.62,47.612,133.12,2.46588,66.6,7.4,101.6,51.0,174.54000000000002,1.7433800000000002
loss,42.0,66.0,78.8,48.6,140.98,1.7274999999999998,60.6,45.8,185.8,48.8,130.11999999999998,2.7283060000000003
loss,36.6,4.6,83.0,47.6,156.26,2.0422399999999996,62.2,39.8,167.6,51.6,147.68,2.436544
win,63.2,109.8,162.6,51.4,114.55999999999999,2.131532,36.2,22.0,99.6,48.0,133.58,1.8899599999999999
loss,44.2,14.8,96.8,48.6,131.62,1.99636,57.8,37.4,182.0,50.0,156.24,2.30734
loss,26.4,4.6,113.6,45.2,122.47999999999999,1.55468,57.6,22.8,114.0,49.6,167.54,2.9358759999999995
win,44.422000000000004,102.2,185.42000000000002,45.412,121.35999999999999,2.2036399999999996,45.222,2.0,72.82000000000001,47.412,131.45999999999998,2.40956
win,57.0,9.2,42.4,44.2,132.46,2.11939,43.8,21.8,184.6,48.8,114.3,2.1838
win,40.222,1.6,138.02,50.412,168.5,2.18812,47.422000000000004,8.8,112.62,52.212,111.38,2.27434
loss,52.2,17.0,184.8,53.0,164.94,2.59151,54.2,32.8,181.0,49.8,150.16,2.16792
win,56.6,54.6,88.2,53.8,133.57999999999998,2.4313,34.8,10.0,86.4,46.0,161.20000000000002,2.1391400000000003
loss,66.2,9.0,83.6,50.8,153.1,2.0054600000000002,56.4,20.0,72.4,44.6,148.92000000000002,2.09096
loss,38.8,18.4,68.8,43.8,109.34,2.099034,53.2,14.2,131.8,50.0,138.72,1.97028
win,82.4,11.0,44.2,53.0,142.02,3.0663180000000003,30.6,38.2,125.4,46.6,132.14000000000001,2.4786200000000003
win,66.6,29.4,49.8,45.4,137.64000000000001,2.85352,30.8,9.8,48.4,51.012,113.92,1.9084600000000003
loss,34.0,9.0,35.0,40.812,161.44,2.1145000000000005,57.4,15.4,66.4,59.6,137.3,2.57113
loss,35.8,11.6,111.2,49.412,140.95999999999998,2.52338,60.4,8.0,76.4,52.0,140.0,2.26668
win,59.6,7.2,55.2,48.6,123.25999999999999,3.8099000000000003,44.2,28.8,125.8,55.6,125.42,2.11986
loss,17.8,15.2,48.4,40.812,122.5,1.9167,76.8,6.0,88.0,47.612,123.18000000000002,3.68916
loss,49.8,46.4,77.8,44.8,145.2,2.48258,47.8,47.8,102.0,46.0,141.56,2.7123799999999996
loss,42.4,13.4,120.8,47.6,185.04000000000002,1.9929999999999999,60.6,39.6,116.2,52.4,141.2,3.4790840000000003
loss,53.0,7.6,66.6,51.8,144.24,2.9622599999999997,48.222,11.0,117.02000000000001,52.212,122.9,2.28598
win,54.0,9.8,94.2,52.6,163.94,2.857482,30.822000000000003,5.6,60.02,47.412,98.47999999999999,2.0053799999999997
loss,41.8,6.8,165.0,47.2,142.94,1.5717599999999998,51.0,44.2,119.0,46.6,133.12000000000003,2.63808
win,51.022000000000006,8.2,71.42,50.212,71.74,2.43468,42.6,6.8,33.4,45.012,144.14000000000001,2.355062
win,71.422,17.4,97.42,50.812,162.0,5.330521999999999,26.6,28.6,72.8,47.612,135.06,1.3706800000000001
loss,35.4,9.6,95.2,49.4,183.38,2.19082,68.8,20.0,65.4,43.6,155.24,2.7556
win,70.8,6.6,71.4,44.2,114.75999999999999,2.7785260000000003,31.0,13.6,45.2,46.212,117.02000000000001,1.35764
loss,21.2,2.6,28.6,41.4,138.8,2.13304,58.8,6.6,116.4,54.4,153.98,3.3126039999999994
loss,28.6,33.0,88.2,42.6,132.71999999999997,1.6372,64.6,16.0,63.4,46.4,131.83999999999997,4.985566
loss,48.4,20.8,95.8,41.6,111.55999999999999,2.4356,82.0,18.6,33.4,42.6,138.28,3.351236
win,60.822,5.2,53.620000000000005,49.212,100.5,3.03722,30.444,0.8,101.64000000000001,48.024,90.4,2.18572
loss,23.6,18.0,79.6,49.6,169.18,2.375876,64.0,7.4,125.4,43.0,150.66,2.10674
loss,32.0,5.4,18.4,42.6,137.3,2.476554,57.822,32.0,145.22,48.212,115.21999999999998,2.39656
win,50.222,45.0,235.61999999999998,55.012,99.53999999999999,2.3713400000000004,61.24400000000001,35.8,101.03999999999999,51.624,76.94,2.81102
loss,47.8,71.2,175.6,49.6,136.06,2.665024,69.6,17.4,79.4,46.0,161.57999999999998,3.18466
loss,30.0,13.4,173.4,50.8,138.4,2.0736420000000004,63.6,46.6,132.0,52.2,150.45999999999998,2.9487200000000002
win,53.8,18.2,58.0,56.6,154.92000000000002,2.46929,51.4,64.6,176.4,50.4,151.07999999999998,2.2174400000000003
win,81.8,14.2,45.2,49.012,150.66,3.3227,33.422000000000004,6.0,44.22,32.812,103.24000000000001,2.2521
loss,38.6,7.0,84.6,37.4,116.27999999999997,2.80192,54.0,17.8,94.0,49.8,143.3,2.7567
loss,10.0,1.6,43.6,50.0,179.4,1.3765800000000001,47.6,71.0,166.2,46.0,138.48,2.5143
loss,34.4,12.0,117.6,45.8,127.88000000000002,2.2407399999999997,57.422000000000004,29.6,103.02000000000001,53.412,118.59999999999998,2.333144
loss,53.222,8.2,79.62,52.812,123.47999999999999,2.798646,49.622,12.4,150.22,46.612,103.74000000000001,2.082596
win,57.2,25.2,130.8,48.2,148.9,2.30505,42.4,19.6,186.0,48.6,143.9,1.721
win,62.0,4.0,74.2,54.2,165.0,3.08569,26.822000000000003,2.0,97.62,45.812,105.4,1.7684000000000002
win,62.422000000000004,23.6,78.22,49.212,125.41999999999999,2.74742,47.8,131.0,215.4,48.0,138.84,2.1513400000000003
loss,42.4,38.6,81.2,52.2,109.75999999999999,1.91482,47.0,55.2,140.0,51.212,140.2,2.0520400000000003
loss,40.6,14.6,85.0,49.2,147.7,2.4085,75.0,108.0,242.2,47.812,184.29999999999998,2.4709600000000003
win,54.822,32.8,172.82,52.812,98.1,2.15844,65.422,12.2,103.82000000000001,48.612,101.0,2.36276
win,60.2,24.8,79.0,47.412,165.44,2.502024,55.6,20.2,103.4,45.4,138.66,2.95026
loss,22.222,22.4,90.82000000000001,48.212,109.47999999999999,1.8808,58.4,47.6,221.8,50.8,176.82,2.3263640000000003
loss,35.0,5.6,95.0,45.2,150.28000000000003,1.7599,57.0,17.2,142.8,54.4,125.64000000000001,2.50612
win,61.0,19.8,171.6,50.8,124.64000000000001,2.41916,50.422000000000004,28.2,120.82000000000001,47.612,98.22,2.081326
loss,43.822,22.6,151.62,52.412,128.54000000000002,2.55792,90.22200000000001,2.2,87.42,52.424,121.44000000000001,2.578106
loss,75.2,25.8,100.4,56.4,152.1,2.4721599999999997,55.266,6.2,120.25999999999999,51.836,91.66,2.507774
loss,44.2,9.2,129.6,46.8,156.7,2.25635,59.8,6.0,102.6,44.2,170.44,2.294674
loss,48.2,16.0,139.2,49.4,159.38000000000002,2.360708,46.2,49.4,115.2,50.4,163.14000000000001,2.55818
win,40.622,4.4,142.02,47.212,107.88,2.17764,56.422000000000004,7.2,127.02000000000001,49.812,93.97999999999999,2.45493
win,48.022000000000006,4.8,41.62,40.624,93.28,3.5837600000000003,41.822,8.0,66.22,48.624,104.8,2.1125999999999996
loss,36.2,3.2,69.6,50.012,155.2,1.6591,78.0,5.4,149.4,53.4,154.92,3.3735
win,67.0,77.2,250.2,53.0,164.54,2.31832,38.8,22.4,86.8,43.4,156.06,2.9013600000000004
loss,44.622,42.0,156.22,52.212,103.8,2.01938,53.822,5.0,77.82000000000001,52.412,127.03999999999999,2.807506
win,62.8,31.8,120.8,55.8,144.79999999999998,2.4874819999999995,40.0,34.4,123.8,51.2,175.26000000000002,2.3916
loss,17.6,8.0,85.8,35.4,145.72,2.905228,74.2,41.8,136.4,44.412,151.88,3.4159400000000004
loss,34.0,18.8,71.4,47.6,153.18,2.01764,50.2,31.8,152.4,49.0,145.57999999999998,2.90956
loss,37.2,6.0,64.0,46.0,131.26,2.3534599999999997,55.822,8.8,81.02000000000001,58.212,87.4,2.1368400000000003
loss,11.6,2.2,20.0,50.0,134.06,0.8089600000000001,100.0,1.4,44.8,43.424,145.14000000000001,8.72282
loss,35.0,28.2,67.6,47.0,161.08,2.18663,60.2,6.4,18.2,50.812,160.18,3.1413300000000004
win,96.0,2.0,50.0,47.4,120.2,3.5212879999999998,23.0,5.4,23.0,44.2,114.0,1.7189
win,73.0,6.2,21.0,41.4,143.98,4.60156,31.4,12.8,123.0,48.024,122.44000000000001,1.6035239999999997
loss,31.6,3.0,64.6,34.2,128.45999999999998,1.7806599999999997,66.2,8.8,103.8,59.0,117.73999999999998,2.4699400000000002
win,57.6,30.6,100.6,50.4,151.4,3.2200119999999997,46.8,22.4,69.8,51.6,155.64000000000001,2.39484
win,48.4,22.8,85.0,48.2,149.73999999999998,2.2505759999999997,36.6,30.8,76.6,46.4,128.54000000000002,2.15989
win,58.4,16.8,36.6,49.012,161.06,2.35555,58.622,14.8,81.82000000000001,56.012,117.4,3.03308
win,59.84400000000001,29.2,112.84,53.024,80.38,2.47548,43.065999999999995,2.8,102.85999999999999,51.836,80.64,2.29014
win,54.6,26.8,69.2,48.8,131.0,2.23733,39.6,19.0,77.4,49.8,143.9,2.0886199999999997
loss,37.2,7.6,160.0,54.2,127.62,2.274686,69.4,23.0,101.6,53.0,127.08,1.8648519999999997
loss,31.6,9.8,69.6,48.8,125.35999999999999,1.491828,65.4,5.2,138.6,50.8,110.78000000000002,2.832676
win,49.0,50.2,126.6,48.6,142.54,2.646578,15.0,4.4,115.2,50.4,135.42000000000002,2.450506
loss,34.6,40.8,229.2,51.0,174.92000000000002,2.203194,64.022,24.8,102.42,57.012,111.63999999999999,2.331
win,56.022000000000006,18.2,204.42000000000002,52.012,122.52000000000001,2.361178,50.8,8.8,88.8,44.612,143.82,3.1133599999999997
loss,47.422000000000004,12.6,171.82,47.612,110.1,2.44732,51.4,33.4,160.0,47.0,148.21999999999997,3.8050800000000002
loss,24.0,6.2,160.8,47.0,144.24,1.8663219999999998,66.022,38.6,116.02000000000001,49.612,126.97999999999999,2.7577399999999996
loss,25.822000000000003,6.0,76.22,42.812,128.98000000000002,2.12742,58.4,12.6,82.8,44.2,152.76,2.0484400000000003
loss,52.222,14.0,141.02,49.812,107.35999999999999,2.6734,68.04400000000001,5.2,62.839999999999996,55.836,81.28,2.96
loss,53.022000000000006,18.2,129.02,46.212,145.38,2.1891599999999998,47.222,40.0,144.62,48.012,110.7,2.09762
win,59.8,16.8,129.8,48.4,127.5,2.31242,40.2,25.2,141.2,51.0,148.76,2.1697800000000003
loss,31.2,32.2,38.2,42.2,147.82,2.1696660000000003,39.8,7.6,69.4,49.0,148.34,2.3943800000000004
win,67.422,22.4,130.62,54.212,110.32000000000001,3.166258,38.022000000000006,19.4,157.42000000000002,47.612,119.16,2.15682
win,65.4,16.6,82.4,56.0,192.57999999999998,2.46844,38.822,49.2,116.22,47.412,95.88000000000001,2.063268
win,58.222,17.8,129.42000000000002,50.212,140.32,2.7316960000000003,24.0,8.8,127.0,47.4,140.4,1.8622140000000003
win,52.2,32.0,114.4,49.6,154.78,3.2330799999999997,30.4,15.2,192.6,49.2,142.07999999999998,1.92286
loss,26.4,35.8,83.8,44.812,135.87999999999997,1.6407200000000004,68.8,22.0,97.4,51.4,155.42000000000002,3.21824
win,89.4,3.6,55.0,48.012,122.52000000000001,4.4603,30.8,9.6,122.0,49.2,124.44000000000001,1.479268
loss,50.022000000000006,10.2,68.02000000000001,54.612,112.56000000000002,3.5277540000000003,75.2,6.2,59.2,47.812,143.44,2.0261799999999996
loss,23.4,1.6,40.2,50.4,135.64000000000001,1.7810199999999998,60.222,3.8,161.82,53.212,115.22,2.6648400000000003
loss,26.4,17.2,27.6,53.824,117.42,1.783894,63.0,48.6,64.6,48.6,122.33999999999999,2.32732
win,82.4,23.6,87.2,59.2,165.78,3.0659680000000002,44.4,75.2,139.0,52.2,150.64000000000001,2.6058239999999997
win,57.6,30.8,129.6,50.412,142.16000000000003,2.636,35.0,22.0,84.0,44.8,154.62,2.26954
loss,25.8,2.8,154.4,51.012,118.52000000000001,1.4134799999999998,62.822,7.0,190.02,50.012,83.6,2.4537199999999997
win,60.2,15.0,95.8,51.0,147.26,2.1767600000000003,40.6,7.8,103.8,49.8,136.64,2.603276
loss,33.0,8.6,60.0,51.0,166.92,2.9032000000000004,71.2,10.2,50.2,42.6,179.54000000000002,2.51796
loss,58.6,27.0,191.6,49.2,119.22,2.2461019999999996,56.8,28.4,116.4,49.6,140.76,2.2458080000000002
win,83.4,2.0,38.8,52.6,153.64000000000001,2.98664,20.2,10.6,29.8,46.212,147.4,1.9793399999999999
loss,34.0,33.8,88.0,50.412,152.6,2.13954,70.4,17.2,147.8,49.0,168.16000000000003,3.38228
win,71.4,5.6,57.2,47.612,161.14000000000001,3.41228,43.4,10.8,80.4,50.8,143.34,1.79284
win,55.0,32.2,126.0,52.2,166.85999999999999,2.389156,30.4,13.0,32.8,46.612,106.28,1.38253
loss,13.2,18.2,101.8,47.0,152.64000000000001,0.8878199999999999,37.4,27.6,165.6,46.8,112.58000000000001,2.18178
win,52.0,28.8,119.8,51.6,158.48,2.23592,29.422000000000004,7.0,73.42,45.624,112.94000000000001,2.1302999999999996
win,82.8,16.6,97.4,44.8,145.16000000000003,2.753644,39.4,51.2,142.2,51.4,167.44,2.2901
win,57.4,26.2,59.2,46.8,148.6,2.5050800000000004,65.622,2.2,74.22,53.812,123.28,4.17526
loss,33.822,5.8,109.22,39.812,107.66,2.4085999999999994,55.222,28.4,134.02,49.612,133.18,2.550282
loss,33.8,9.0,43.8,44.8,130.62,2.0543,51.222,22.8,152.02,50.012,113.54,2.00534
win,75.622,11.4,66.42,59.612,99.1,3.3259699999999994,26.2,6.8,119.4,49.6,123.06000000000002,2.3244119999999997
loss,47.4,65.2,143.0,50.0,152.54,1.88792,68.0,16.2,95.4,47.8,124.85999999999999,4.8372399999999995
loss,39.822,20.8,64.02000000000001,47.624,103.2,2.6749,57.0,12.4,110.0,51.012,138.83999999999997,2.82751
loss,58.444,4.4,101.24,49.824,83.98,2.6858799999999996,53.0,48.4,173.0,50.4,138.45999999999998,2.3939
win,64.4,18.6,89.4,51.8,153.39999999999998,2.8242599999999998,35.4,8.8,102.4,47.6,135.68,1.9217
win,80.0,14.8,34.4,44.6,154.1,5.4048,35.8,29.2,162.4,44.2,163.2,1.5696999999999999
loss,52.0,40.6,115.0,51.8,129.9,2.6531,48.6,21.2,148.2,48.4,144.16000000000003,2.45736
loss,46.4,28.8,124.2,52.0,133.56,2.78118,54.6,8.4,93.4,55.6,131.96,2.1591
win,46.022000000000006,17.4,138.42000000000002,47.012,118.82000000000001,2.45976,26.6,13.2,86.4,38.2,150.06,1.82988
loss,37.6,32.6,73.0,49.6,164.60000000000002,2.574096,61.2,56.0,81.8,53.412,127.8,2.8375600000000003
loss,40.6,12.2,60.0,42.6,149.64000000000001,1.56696,54.4,36.0,98.8,50.6,127.82000000000001,2.90116
loss,40.822,16.2,95.42,51.012,87.82000000000001,2.180872,67.6,14.2,154.0,52.4,126.64000000000001,2.85142
win,76.8,14.0,108.6,51.8,126.42,6.06952,40.422000000000004,10.2,68.62,50.412,111.26000000000002,2.22145
loss,46.022000000000006,18.2,250.42,47.012,88.03999999999999,2.14192,70.2,8.8,61.6,46.6,135.83999999999997,4.113276
win,76.6,28.2,66.6,48.812,137.12,2.1165659999999997,40.822,7.4,85.82000000000001,46.012,118.78000000000002,2.40231
loss,50.8,21.8,75.0,46.2,120.88,2.70316,67.22200000000001,9.4,125.02000000000001,52.012,86.2,3.16184
loss,70.022,7.6,163.62,52.212,114.46,3.91007,55.222,9.4,101.22,45.412,119.56000000000002,2.02259
loss,30.422000000000004,16.8,135.22,53.212,122.94000000000001,1.97716,64.2,31.2,129.6,50.2,124.88,6.848000000000001
loss,29.0,15.6,121.2,48.2,129.61999999999998,2.077396,67.6,17.2,127.0,50.6,143.08,3.10198
win,69.2,44.4,79.0,52.2,152.04000000000002,3.3672979999999995,35.4,4.6,131.6,48.0,155.38,2.03104
loss,34.822,9.6,74.82000000000001,39.812,81.56,2.1533,46.422000000000004,29.6,155.42000000000002,43.612,113.97999999999998,2.04022
loss,42.644000000000005,37.6,120.64000000000001,48.824,117.6,2.7019159999999998,55.044000000000004,21.6,120.64000000000001,50.824,92.38,2.32504
win,61.4,13.2,151.6,47.8,147.66,2.43262,38.6,9.4,57.6,42.4,132.98,2.0790999999999995
loss,39.2,17.2,91.6,53.2,127.44000000000001,2.8040399999999996,64.0,45.0,168.4,51.8,149.74,2.3911360000000004
win,52.0,16.0,84.2,50.0,144.2,2.56218,36.0,9.8,98.8,50.4,167.54000000000002,1.9785800000000002
loss,62.8,23.6,65.0,65.2,135.76000000000002,2.9329,58.0,39.8,205.0,53.0,119.5,2.859324
win,69.4,43.6,89.4,57.0,147.0,2.27222,21.0,16.2,65.6,48.212,141.92000000000002,1.49246
win,70.2,7.6,63.8,53.4,174.2,1.889936,51.4,34.4,210.0,50.2,162.06,2.08752
win,48.2,8.2,103.8,51.8,139.2,3.1610319999999996,24.0,33.0,83.6,37.8,114.76000000000002,1.6828200000000002
win,72.6,11.6,73.8,50.6,143.36,2.246022,0.0,1.8,17.0,38.2,149.4,1.6533200000000001
win,48.0,25.2,76.8,47.6,152.51999999999998,1.9985,44.0,52.6,150.8,52.0,138.1,2.69714
win,80.622,13.2,97.82000000000001,48.824,141.0,4.171059999999999,80.0,2.0,69.0,53.4,155.66,2.08956
win,39.0,7.2,86.6,49.2,144.9,2.7864499999999994,58.022000000000006,15.2,112.42,50.012,120.58,2.04184
loss,50.444,1.6,85.84,51.624,62.0,2.27684,75.0,21.8,283.0,50.0,134.6,4.819686
loss,40.222,4.6,148.82,51.812,100.88,2.357514,52.022000000000006,31.4,117.82000000000001,50.824,126.55999999999999,2.16615
loss,46.0,14.8,110.6,48.2,105.53999999999999,2.314006,44.065999999999995,0.8,168.66,48.436,73.86,2.024606
loss,24.6,3.6,47.6,49.8,167.02,1.988088,63.4,33.8,175.0,42.6,148.26,2.233
win,90.0,1.8,93.6,45.2,152.54000000000002,2.861114,39.6,24.6,146.0,53.4,154.34,2.501752
loss,33.0,14.0,30.6,43.2,142.98,2.1866639999999995,69.2,36.8,86.8,52.0,142.18,4.02276
loss,46.4,47.0,238.0,49.0,129.48000000000002,2.4236400000000002,58.6,34.6,139.8,51.2,145.04,2.01734
win,55.8,12.4,109.2,51.2,135.76,2.981436,41.8,16.8,78.6,45.212,112.78,2.27866
win,77.2,13.4,48.0,46.8,117.88,4.6409,26.822000000000003,8.4,62.220000000000006,49.812,87.75999999999999,1.5389599999999999
loss,39.4,38.8,94.4,49.4,135.82,1.8695999999999997,61.4,11.8,90.0,52.0,148.83999999999997,3.195136
win,54.4,97.2,355.2,48.4,132.84,2.25752,28.2,12.2,51.6,50.6,145.35999999999999,2.3302699999999996
win,82.6,7.2,37.8,50.0,183.3,3.5582900000000004,61.4,39.4,125.8,58.8,170.12000000000003,2.42162
loss,17.8,10.2,76.8,42.2,170.48,2.71996,52.0,20.2,170.4,48.2,145.54,2.5087479999999998
loss,31.2,6.8,54.0,39.6,114.75999999999999,1.3176200000000002,53.0,28.2,43.0,50.212,130.14000000000001,2.401024
loss,40.222,6.6,78.02000000000001,47.812,116.08,2.0341,64.6,31.6,56.8,43.0,153.68,3.05434
win,56.2,49.0,103.0,53.012,154.0,2.3395,31.0,26.2,96.0,43.0,143.22000000000003,2.15058
loss,64.022,11.4,165.82,47.612,117.34,2.4410800000000004,59.0,30.4,60.6,51.0,145.54,2.8477
win,62.4,15.6,50.8,52.0,147.11999999999998,3.24974,56.622,30.8,101.62,51.412,118.42000000000003,2.3240600000000002
win,57.8,16.6,96.4,54.2,150.46,3.42256,52.2,14.8,105.6,50.0,149.52000000000004,2.87578
loss,36.2,7.2,241.0,48.0,153.78,1.808246,57.422000000000004,25.8,103.82000000000001,56.212,118.82000000000001,2.1602799999999998
loss,41.0,63.0,127.0,48.6,145.8,2.21059,70.0,67.4,166.6,50.4,179.66,3.06234
loss,42.822,22.2,87.42,46.612,81.06,2.05518,84.0,30.6,79.6,50.212,129.61999999999998,5.17862
loss,23.0,5.2,154.8,46.0,95.74000000000001,1.13876,55.0,10.2,45.4,40.212,145.04,2.29198
loss,34.8,26.4,67.6,44.8,153.66,2.7205199999999996,83.0,4.8,46.8,49.0,145.42000000000002,3.8085999999999998
win,53.444,20.2,126.04,51.824,71.22,2.7420060000000004,56.222,65.4,127.22,52.612,105.02000000000001,2.56516
loss,52.84400000000001,29.6,119.64000000000001,50.824,119.25999999999999,2.8025399999999996,40.622,46.8,124.82000000000001,45.612,113.78,2.2499399999999996
loss,36.0,47.8,121.2,47.2,132.2,2.285,35.8,14.0,27.2,39.6,146.34,2.1162199999999998
loss,60.4,57.0,293.4,51.8,138.14000000000001,3.9876799999999997,53.4,20.4,88.4,50.2,150.72,2.2667779999999995
loss,35.222,25.6,88.42,42.812,129.52,1.9605800000000002,52.0,53.4,182.0,51.8,146.0,3.0771
win,60.022000000000006,13.4,97.22,43.612,113.85999999999999,3.384836,50.844,21.0,128.24,47.624,73.84,2.34726
loss,46.222,18.6,154.42000000000002,46.812,139.26,2.0936600000000003,50.6,6.8,50.2,49.0,131.8,2.05408
loss,16.0,34.4,95.8,43.612,132.48,2.2833,76.4,5.8,129.8,39.4,138.71999999999997,3.68696
win,47.2,117.0,227.0,52.2,139.95999999999998,2.62022,39.2,46.4,101.2,50.0,154.61999999999998,1.841962
loss,54.6,68.4,110.2,49.2,121.50000000000003,1.9884799999999998,49.044000000000004,17.8,95.64000000000001,47.224000000000004,57.42,2.1072999999999995
win,68.6,15.0,45.2,51.4,152.94,1.93568,57.022000000000006,37.4,94.42,49.012,123.8,3.322078
win,69.6,70.4,121.0,51.4,154.44,3.0747400000000003,22.0,3.8,50.8,54.8,131.52,1.4246599999999998
loss,31.4,14.0,41.0,54.4,141.4,2.020886,61.4,20.0,105.8,41.8,141.21999999999997,3.0607219999999997
loss,47.0,32.8,103.4,52.0,130.34,1.84312,50.4,60.6,153.2,47.2,123.46000000000001,2.2304399999999998
loss,30.4,5.8,48.2,46.612,140.11999999999998,2.1804200000000002,46.6,38.2,133.6,48.0,114.76000000000002,3.40876
loss,45.0,48.0,175.2,54.6,144.66,1.9137799999999998,65.0,16.8,36.4,56.8,143.98000000000002,3.5268299999999995
loss,43.822,40.0,143.02,49.212,117.2,2.44118,69.422,13.6,81.42,48.412,92.34,2.2939800000000004
win,52.622,44.8,117.02000000000001,49.612,133.38,2.8127799999999996,58.022000000000006,21.8,73.42,50.212,115.4,2.134272
win,62.2,30.6,144.0,51.8,126.96,2.6913,53.4,71.0,151.6,47.6,128.76,2.3776800000000002
loss,50.4,55.2,52.4,46.2,137.54000000000002,2.053908,75.6,14.4,29.0,50.6,157.88,3.007072
win,67.0,24.0,76.8,54.4,142.48,3.300574,32.4,26.4,130.8,46.0,142.04000000000002,1.7787999999999997
win,78.6,21.4,120.6,55.2,129.9,4.692044,25.4,7.8,54.8,54.8,141.23999999999998,1.82134
win,54.6,55.4,106.6,50.0,162.18,2.470722,59.2,13.8,127.6,51.4,115.08,2.742984
loss,50.4,34.0,134.4,48.0,146.85999999999999,2.60774,66.6,29.4,75.2,48.0,149.86,2.57308
loss,32.6,20.0,60.8,42.2,128.8,2.276296,47.444,57.8,258.64,50.224000000000004,112.55999999999999,2.31634
loss,48.6,4.8,118.8,52.0,110.97999999999998,2.32402,69.4,10.8,85.8,50.6,153.04000000000002,3.25976
loss,36.0,6.4,116.8,55.2,157.66,2.259714,69.4,10.4,109.8,53.0,140.92,2.437272
win,63.0,17.4,132.8,46.6,132.7,2.6983400000000004,51.0,19.2,127.8,46.8,145.95999999999998,2.4377400000000002
win,55.4,38.2,136.2,50.4,152.51999999999998,2.41566,45.2,37.6,173.0,44.2,125.75999999999999,2.26996
loss,43.0,10.0,159.0,50.412,129.40000000000003,2.22394,64.6,20.6,225.0,50.8,152.5,2.31338
