Win.Loss,avg_ally_champ_wr,avg_ally_champ_games,avg_ally_total_games,avg_ally_overall_wr,avg_ally_cs,avg_ally_kda,avg_enemy_champ_wr,avg_enemy_champ_games,avg_enemy_total_games,avg_enemy_overall_wr,avg_enemy_cs,avg_enemy_kda
loss,54.4,23.2,93.8,49.8,158.73999999999998,3.0698,57.4,74.2,251.6,47.6,152.14,2.763026
win,50.2,19.4,133.4,50.812,123.04,2.3537,31.0,65.0,116.6,51.8,137.92000000000002,1.8151400000000002
loss,48.0,107.4,144.8,53.8,134.9,2.44894,49.4,32.6,120.4,45.6,166.02,2.24862
loss,27.8,10.8,94.6,34.0,145.5,2.36864,57.6,17.2,76.8,50.2,147.56,2.1262859999999995
loss,53.2,46.4,127.6,48.8,119.71999999999998,2.28104,62.2,21.6,114.0,47.0,172.29999999999998,3.13888
loss,53.6,89.0,208.4,49.0,144.85999999999999,2.58124,64.4,15.6,69.4,48.6,153.71999999999997,2.13176
win,76.8,7.4,43.6,54.236000000000004,155.22,4.243539999999999,27.8,3.8,89.2,39.0,132.4,1.53524
loss,43.022000000000006,4.8,157.62,47.212,137.94,2.5253,46.24400000000001,23.6,101.84,48.224000000000004,95.08000000000001,2.03544
loss,46.2,44.8,132.4,48.6,138.35999999999999,2.13348,57.2,135.6,189.4,53.8,124.92000000000003,2.7256400000000003
loss,42.222,6.2,102.62,47.012,118.75999999999999,2.03434,60.8,34.6,120.4,49.6,173.21999999999997,4.869800000000001
loss,27.4,13.0,164.4,45.0,156.02,2.0797600000000003,54.6,18.4,202.2,54.0,160.92,2.26426
loss,27.8,11.6,77.0,45.6,160.26000000000002,2.4218599999999997,36.222,19.4,170.42000000000002,49.824,97.56,2.0450600000000003
loss,38.6,15.6,138.8,49.8,163.4,2.077322,52.0,14.8,246.6,48.6,140.42000000000002,1.915906
loss,41.4,14.6,90.6,48.6,144.88000000000002,2.2973999999999997,57.4,24.6,149.0,51.6,161.45999999999998,2.44548
loss,6.6,2.4,74.4,49.2,79.24,0.76324,56.0,35.2,87.6,50.0,143.85999999999999,2.47322
loss,20.4,12.4,39.4,48.0,90.17999999999999,2.672546,58.0,6.2,25.4,47.2,124.24000000000001,2.91386
loss,62.022000000000006,12.2,140.02,47.212,117.44000000000001,3.1674999999999995,39.266,1.6,195.46,51.236000000000004,71.67999999999999,2.33854
win,64.8,8.0,68.8,43.4,142.52000000000004,2.1973399999999996,37.4,36.8,175.2,45.4,132.01999999999998,1.8031399999999997
win,68.4,6.0,54.4,47.212,149.33999999999997,3.0566199999999997,42.2,16.0,108.4,33.8,143.83999999999997,1.7057399999999998
loss,54.4,24.0,61.2,46.212,143.58,3.4465720000000006,56.6,11.4,109.6,46.612,150.14000000000001,2.84322
loss,35.622,27.8,102.22,53.412,125.38,1.9537600000000002,73.8,8.2,152.2,50.4,181.24,2.65076
loss,50.4,17.4,68.2,47.0,145.95999999999998,2.9431800000000004,57.822,34.8,136.42000000000002,50.812,110.82000000000001,2.1558599999999997
win,52.222,13.6,91.02000000000001,48.212,106.75999999999999,2.33774,44.0,18.4,179.4,50.412,126.82000000000001,2.12392
loss,33.2,19.8,137.0,51.0,133.16,1.6510799999999999,73.6,11.2,107.0,43.2,136.06,3.8145179999999996
loss,19.822,25.0,109.22,45.412,95.97999999999999,1.7046240000000001,72.0,4.4,32.6,55.012,138.02,2.92726
win,62.8,38.0,123.6,55.4,155.18,10.997463999999999,35.4,38.0,101.2,43.6,122.02000000000001,1.72618
win,61.422000000000004,18.2,126.82000000000001,50.012,117.24000000000001,3.20124,39.6,26.8,145.8,47.6,115.9,2.00392
win,75.0,43.8,128.6,51.6,148.96,3.1779,26.2,23.2,128.6,46.4,146.28,2.5972399999999998
win,58.0,64.2,111.8,49.4,152.8,2.41504,38.0,10.8,62.2,49.6,114.35999999999999,1.5014800000000001
win,78.2,9.8,91.6,54.4,163.11999999999998,2.78671,32.0,25.8,103.4,50.4,141.94,2.304056
loss,54.422000000000004,15.4,156.42000000000002,50.212,113.46000000000001,2.87678,48.244,7.4,188.44,52.624,69.08,2.5793000000000004
win,67.2,27.2,138.2,53.4,124.02000000000001,3.4535000000000005,35.8,10.2,61.2,48.412,99.53999999999999,2.4014
loss,20.2,4.2,93.6,40.2,110.24000000000001,1.3922,67.6,6.6,21.4,52.8,147.0,6.807728
loss,50.2,12.0,68.0,41.6,154.38,2.4488600000000003,63.2,20.8,26.0,48.8,161.26,3.402864
loss,57.84400000000001,15.2,150.64000000000001,49.624,91.88,3.33084,51.11,0.0,143.1,50.06,0.0,2.6
win,66.2,9.8,118.2,51.4,134.44,3.06002,34.8,10.2,217.8,48.6,126.4,1.12724
win,56.2,8.0,133.0,51.612,122.28,2.7470399999999997,20.6,12.0,78.2,56.212,91.7,1.56834
win,63.422000000000004,15.8,92.62,60.212,115.61999999999998,2.7754939999999997,51.644000000000005,21.4,150.24,47.424,94.92,2.3374200000000003
loss,59.444,17.8,137.64000000000001,47.624,109.35999999999999,2.3068099999999996,52.6,47.2,68.8,51.8,146.35999999999996,2.5564600000000004
loss,34.0,43.0,52.4,37.8,140.64000000000001,1.56876,56.0,83.8,384.8,49.8,171.3,2.8443899999999998
win,59.822,40.4,128.22,47.012,147.12,2.73902,46.022000000000006,3.6,41.22,48.624,73.96000000000001,3.445396
loss,35.8,5.8,60.6,53.812,126.28,1.8830000000000002,50.4,9.6,48.4,42.8,118.35999999999999,2.35956
loss,57.24400000000001,4.6,101.44000000000001,44.824,107.12,2.53886,49.4,8.8,74.6,50.2,156.18,2.8106099999999996
win,52.222,36.0,153.62,50.812,120.52000000000002,2.327702,55.422000000000004,16.4,121.42,47.612,116.96000000000001,1.7479399999999998
loss,55.2,86.2,157.0,50.4,165.21999999999997,2.151254,33.022000000000006,3.6,216.42,47.412,115.74000000000001,2.26367
loss,49.2,39.6,95.8,50.2,113.52000000000001,2.354656,47.6,21.2,200.4,48.2,142.18,2.14936
loss,29.422000000000004,35.6,103.02000000000001,47.612,82.34,2.35556,71.8,69.0,146.8,53.0,134.73999999999998,2.41378
loss,60.4,14.0,123.0,54.0,143.88,2.8947920000000003,53.4,6.6,68.6,52.4,143.42000000000002,2.22514
loss,46.4,27.8,83.0,44.6,129.82,2.104428,63.6,22.8,182.8,53.2,141.11999999999998,2.3258540000000005
win,50.6,17.6,73.0,44.8,178.94,3.99318,55.6,91.2,152.0,45.6,133.07999999999998,2.8671599999999997
win,55.666,1.6,113.25999999999999,51.036,36.720000000000006,2.996996,29.2,5.2,135.6,48.6,118.64000000000001,2.00106
win,57.2,18.8,86.2,45.612,124.16,2.13222,34.2,25.8,169.4,42.6,119.54,2.0020219999999997
win,71.8,17.6,90.0,71.4,158.98,3.0552,31.0,88.2,219.0,50.0,156.99999999999997,2.28916
win,62.2,44.0,160.0,51.6,163.84,3.10472,44.4,25.2,129.2,48.2,133.54,1.9439999999999997
win,54.2,73.6,195.8,53.2,158.12000000000003,2.27712,30.0,3.2,60.6,49.4,95.97999999999999,1.83438
win,25.444,1.4,113.64000000000001,45.624,96.46000000000001,1.89162,55.622,5.0,122.82000000000001,44.812,131.04000000000002,2.6665
loss,37.0,20.6,82.2,43.4,106.42,1.38706,66.0,73.4,145.8,48.8,131.56,4.64372
loss,4.4,2.8,35.4,46.0,91.7,2.01668,85.8,11.8,31.6,53.4,131.66,4.92166
loss,44.8,15.8,58.2,50.0,136.52,2.46028,75.6,5.0,50.6,49.4,138.06,2.0887559999999996
win,73.8,38.4,148.8,51.6,134.04000000000002,2.9243099999999997,26.0,50.0,153.2,48.4,155.78,1.9698799999999999
win,66.022,14.0,159.02,52.612,114.47999999999999,5.108499999999999,67.0,6.6,95.4,50.0,155.11999999999998,2.319328
loss,37.4,32.0,75.8,45.8,120.78000000000002,2.19374,72.8,13.0,42.4,55.224000000000004,173.5,2.56946
loss,53.0,23.6,127.0,49.6,147.83999999999997,2.6064,59.2,13.0,75.6,49.4,161.86,2.2152
win,67.2,10.4,115.2,45.0,152.11999999999998,2.52614,14.6,3.4,130.8,49.624,142.57999999999998,4.00842
loss,40.444,0.8,107.84,53.624,115.9,2.71844,64.6,8.4,46.4,45.4,139.7,2.02808
loss,32.4,50.6,282.0,43.8,127.7,2.091046,61.822,31.8,108.22,55.012,158.4,2.475406
win,55.6,8.6,174.0,57.0,136.88,2.75138,52.465999999999994,11.8,172.06,50.036,42.7,3.2634
loss,36.8,83.8,174.2,47.0,154.26000000000002,1.959,69.022,35.8,140.42000000000002,54.624,121.9,3.27978
loss,54.222,1.8,109.62,50.412,89.24,1.6485999999999996,30.665999999999997,0.4,108.05999999999999,49.836,60.8,2.25246
win,67.6,12.0,114.8,51.412,142.02,3.236019999999999,52.8,9.2,100.4,44.2,173.2,1.8207799999999998
loss,43.8,39.2,126.2,51.2,128.57999999999998,2.39996,61.0,23.4,207.4,49.8,127.64000000000001,2.03518
win,51.0,21.0,126.8,44.6,131.52000000000004,2.87512,39.8,15.6,108.4,54.4,122.47999999999999,1.7660400000000003
win,52.666,1.8,129.06,52.036,79.38,2.7895259999999995,23.422,33.2,164.82,48.412,120.75999999999999,2.56892
loss,56.2,75.4,253.0,50.0,144.54,2.3662,61.2,82.2,166.6,54.8,144.04000000000002,2.93993
win,55.0,22.6,119.8,46.2,141.14000000000001,2.915064,33.8,57.6,126.4,48.6,128.33999999999997,2.125984
loss,60.66600000000001,3.6,125.46000000000001,50.636,27.419999999999998,2.7526,52.822,28.6,252.42,51.612,111.09999999999998,2.7055999999999996
loss,42.222,17.6,221.01999999999998,48.812,110.74000000000001,1.9344999999999999,65.4,20.2,211.6,53.0,130.57999999999998,2.1734400000000003
loss,30.8,8.4,89.8,55.212,160.88,2.0310099999999998,53.8,39.4,53.6,51.4,128.02,2.378372
win,58.2,37.8,99.6,49.0,164.5,3.34756,50.2,81.0,364.8,50.0,177.50000000000003,2.19584
win,71.4,7.8,56.6,49.012,135.38,3.31866,40.0,3.4,50.4,55.0,143.22,2.6415599999999997
loss,19.8,2.2,67.8,46.212,149.88000000000002,2.12902,51.2,43.8,215.6,50.4,153.99999999999997,2.3726
loss,54.6,43.8,166.4,51.0,168.6,2.6451599999999997,70.2,4.8,78.0,55.0,164.68,2.18222
loss,25.0,9.4,113.6,56.6,135.76,2.49402,61.6,33.8,165.4,51.8,153.42000000000002,1.8455859999999997
loss,27.8,14.2,61.2,45.8,149.74000000000004,1.6865399999999997,59.4,43.8,214.4,52.0,136.32,3.5613799999999998
win,72.8,35.4,107.4,48.612,184.26,2.44482,55.8,100.0,209.6,49.0,158.16000000000003,1.9976399999999999
loss,40.0,21.8,46.4,52.612,144.45999999999998,2.5026200000000003,55.6,12.4,114.8,51.6,139.68,2.11886
loss,41.6,27.4,148.2,44.8,148.56,2.20606,55.622,18.8,87.62,51.012,107.24000000000001,2.46394
loss,52.022000000000006,9.0,104.82000000000001,55.212,150.95999999999998,2.2904999999999998,72.822,8.6,76.42,50.612,139.62,3.03109
win,67.6,79.0,207.2,51.0,141.3,3.9178380000000006,29.2,74.6,159.4,50.0,112.72,1.5034399999999999
loss,42.6,34.6,156.4,52.212,141.02,2.29882,59.8,11.6,63.8,51.6,144.16000000000003,2.75098
win,59.4,74.8,129.6,57.4,137.45999999999998,3.12576,40.8,12.4,143.8,53.2,164.02,2.2922400000000005
loss,40.822,17.4,173.02,44.412,113.4,3.15074,29.2,11.2,100.8,50.012,129.4,1.9469800000000004
win,66.0,10.2,97.8,45.412,173.28,2.76615,26.2,17.6,129.4,49.4,167.79999999999998,2.295946
win,65.2,25.4,119.4,48.2,160.18,2.66542,19.4,4.8,41.0,48.4,164.9,2.0006839999999997
loss,33.8,9.2,295.4,51.0,163.68,1.9953499999999997,58.0,11.4,214.2,43.0,187.6,2.728106
win,70.022,8.2,69.62,52.812,114.93999999999998,4.317399999999999,36.6,17.6,154.4,52.0,125.25999999999999,2.1658799999999996
win,65.2,12.2,148.4,47.2,157.1,3.814426,45.4,10.2,97.8,54.4,143.70000000000002,1.9718799999999999
loss,45.4,33.4,93.6,55.4,164.02,3.02194,51.8,88.0,313.0,50.0,141.26,1.9336559999999998
win,67.8,5.2,205.6,58.4,143.7,3.9096200000000003,68.84400000000001,4.6,92.03999999999999,50.224000000000004,86.16,4.074946000000001
loss,43.8,23.0,127.0,55.2,184.46,3.2592800000000004,83.2,9.8,75.6,48.212,207.32,3.4321999999999995
win,53.0,55.2,118.4,50.2,160.42000000000002,2.16092,38.0,15.8,139.8,41.8,159.82000000000002,2.54724
win,62.2,24.2,151.8,50.0,171.38,2.8129239999999998,55.2,61.2,133.8,51.0,140.98000000000002,2.79584
loss,27.4,17.4,225.8,45.0,155.28000000000003,3.544322,49.422000000000004,31.0,105.82000000000001,52.012,114.6,2.09816
loss,55.84400000000001,14.6,95.44,52.424,67.22,2.98622,60.622,43.0,311.02,59.212,125.3,2.434726
loss,44.4,35.0,192.0,47.8,141.96,2.6214399999999998,50.66600000000001,2.0,228.26,50.436,70.97999999999999,2.42842
loss,57.4,49.6,97.2,48.0,152.1,2.5903959999999997,61.0,39.8,128.2,53.6,148.2,2.53876
loss,39.6,12.6,31.2,53.4,142.5,2.6395000000000004,73.2,12.8,81.4,52.4,149.34,3.0746
win,59.8,28.2,175.2,56.0,151.33999999999997,2.48576,41.2,19.6,201.6,46.8,157.4,2.22622
win,58.8,8.6,47.2,59.2,133.01999999999998,2.4599,30.4,12.0,182.6,46.4,139.94,2.7395
win,46.6,9.6,104.4,44.6,150.57999999999998,2.529726,37.4,4.8,91.6,44.0,140.42,2.6020000000000003
loss,56.0,37.6,94.6,53.0,166.2,2.7387900000000003,66.0,26.6,128.4,51.6,163.21999999999997,2.89074
loss,29.0,19.4,109.8,44.2,122.8,1.83646,64.2,60.6,274.6,50.2,116.8,5.6127400000000005
loss,52.422000000000004,24.0,80.62,53.212,144.0,2.89916,63.622,33.8,149.62,52.212,107.17999999999999,4.0878879999999995
loss,55.044000000000004,88.2,185.64000000000001,51.024,80.56,2.4338800000000003,55.6,16.4,184.8,51.2,162.74,2.528778
win,61.8,25.8,205.8,50.4,159.82,3.4251799999999997,55.044000000000004,4.2,146.24,49.424,99.5,3.1883779999999997
loss,42.222,13.0,155.42000000000002,47.412,127.98000000000002,2.42744,70.8,47.2,102.4,41.8,122.02000000000002,2.80114
loss,51.6,23.2,104.2,50.6,196.89999999999998,2.8961060000000005,73.8,34.4,93.8,59.6,164.7,3.2483199999999997
loss,38.844,27.8,130.44,48.424,90.66,2.4157200000000003,60.0,48.4,186.8,54.0,156.1,3.2505800000000002
loss,26.0,17.8,84.2,50.6,161.66,2.1968,59.022000000000006,13.2,121.02000000000001,46.812,135.35999999999999,2.4511
loss,52.2,36.0,204.0,48.4,149.66000000000003,2.73962,67.6,30.0,170.4,59.0,139.62,3.3151319999999997
loss,31.2,8.4,109.4,52.0,165.61999999999998,2.3766220000000002,48.4,55.4,163.8,52.8,156.6,2.4874
win,40.622,8.6,92.62,50.212,109.55999999999999,2.6437999999999997,53.622,33.0,183.62,48.812,121.34,2.81012
loss,21.0,31.4,73.8,50.0,126.85999999999999,1.3453960000000003,69.6,105.8,228.6,51.4,144.2,4.17372
win,76.2,7.8,114.4,55.2,173.1,3.1781599999999997,33.8,32.8,263.6,52.0,171.8,2.50804
loss,37.6,15.4,263.2,51.2,153.2,2.4311199999999995,43.0,15.6,224.8,50.8,165.7,1.9585599999999999
win,61.0,30.0,141.4,58.4,164.72,5.72776,35.4,38.4,280.8,49.0,139.57999999999998,1.7866199999999999
loss,45.4,36.6,67.4,51.0,184.92000000000002,1.75386,58.2,17.2,397.2,50.2,147.42000000000002,2.41376
loss,23.0,36.2,87.0,41.6,172.95999999999998,2.7595,45.6,15.4,69.2,50.0,148.18,1.91432
win,51.2,54.8,142.2,47.2,168.4,2.40544,61.622,3.4,219.42,48.412,156.85999999999999,6.814
win,70.22200000000001,1.0,68.02000000000001,46.412,144.4,3.62516,58.622,23.4,167.22,51.612,113.0,3.3145599999999993
win,55.0,16.8,63.8,49.4,160.6,2.2099800000000003,60.6,21.8,124.2,49.6,154.92000000000002,2.6855
win,64.4,26.4,155.8,59.6,174.10000000000002,3.3005899999999997,39.8,78.4,192.2,49.6,147.64000000000001,1.82882
win,62.0,49.6,146.2,55.4,136.94,2.5219940000000003,41.6,19.0,141.0,45.012,144.54000000000002,2.78173
loss,39.4,13.2,120.6,42.8,158.7,2.509596,64.0,46.6,176.2,59.0,173.84,2.49504
win,66.4,15.4,134.6,52.6,163.44,2.5159999999999996,41.8,83.8,325.6,48.8,153.6,2.169926
win,68.622,20.0,124.82000000000001,54.612,122.46000000000001,3.4771,54.8,34.0,166.2,46.6,166.3,3.4858
loss,47.622,12.8,120.62,51.612,123.84,2.689682,67.6,25.4,195.0,49.2,171.14000000000001,2.049286
win,66.8,14.2,134.6,57.6,161.86,2.49642,49.4,68.0,274.6,50.6,156.22,1.97588
loss,31.4,3.2,52.0,50.624,151.84,2.47998,55.2,14.8,48.0,60.8,181.64000000000001,2.3416799999999998
win,59.044000000000004,3.8,117.84,50.624,74.48,3.4507339999999997,66.0,28.8,156.4,52.6,133.44,2.61544
loss,40.2,21.8,128.6,49.0,176.16,2.1146599999999998,72.422,4.4,45.42,53.236000000000004,168.22,3.3108400000000002
loss,52.6,36.4,186.8,50.412,139.98000000000002,2.21746,55.0,21.0,79.6,55.0,148.08,2.9044800000000004
win,59.6,17.8,140.8,52.6,138.2,2.6439399999999997,39.0,15.8,244.8,50.2,154.00000000000003,2.1694959999999996
loss,44.0,57.0,201.8,50.412,153.98,2.36454,65.8,32.0,130.8,53.6,173.28000000000003,2.7968400000000004
win,48.022000000000006,9.6,85.02000000000001,55.812,119.62,2.7813,37.0,25.0,99.8,43.8,146.85999999999999,1.8052599999999999
win,54.4,10.2,57.4,44.0,142.7,2.4493400000000003,43.6,34.2,139.0,46.0,162.4,2.186
loss,47.0,67.2,95.0,53.4,142.88000000000002,2.44338,42.6,34.4,193.6,49.0,142.38,2.081466
loss,51.222,9.0,130.42000000000002,51.412,115.25999999999999,2.1042000000000005,66.4,29.2,231.8,54.8,148.26000000000002,2.6032
loss,28.0,8.6,101.2,45.0,161.0,1.9222000000000001,77.6,23.2,145.0,57.8,154.54000000000002,3.8972059999999997
loss,44.2,49.8,83.4,49.8,150.46,2.52326,68.2,30.6,212.4,55.0,165.06,3.4010200000000004
loss,42.2,31.0,95.0,44.6,158.48,2.13862,53.8,45.8,249.6,47.6,165.22,2.262868
loss,36.2,6.0,65.4,41.2,169.82,2.49068,64.066,2.6,108.66,49.236000000000004,49.9,2.72224
loss,40.0,17.4,156.4,49.4,135.3,2.10302,53.0,44.4,164.8,50.2,146.38000000000002,2.01498
win,55.222,6.6,101.62,47.812,141.5,3.7328320000000006,26.444,2.4,166.04000000000002,52.024,73.26,2.009632
loss,40.0,34.0,106.4,55.8,162.3,3.0610600000000003,52.4,22.8,130.0,51.2,147.21999999999997,3.1920200000000003
loss,43.2,102.2,73.4,61.0,123.97999999999999,1.9717779999999998,62.2,49.6,102.6,54.8,143.08,3.16542
loss,44.4,23.0,181.4,46.0,156.1,2.41622,56.4,38.6,216.4,50.8,169.5,2.478516
win,60.0,39.2,153.8,51.6,161.07999999999998,2.5457699999999996,42.4,27.2,78.2,46.0,157.57999999999998,2.23828
loss,33.8,32.4,137.6,54.4,113.14000000000001,1.9650400000000001,80.22200000000001,1.2,40.22,57.836,132.8,3.85064
loss,41.8,26.6,78.4,51.612,146.52,2.0989999999999998,53.622,5.0,93.82000000000001,48.212,110.72,2.720948
loss,57.6,33.4,213.2,47.6,132.28000000000003,1.7081399999999998,72.022,6.6,79.02000000000001,56.612,117.38000000000002,5.828139999999999
win,51.822,45.0,126.22,50.212,99.02000000000001,2.49694,50.2,100.4,170.6,53.8,138.28,2.0491400000000004
win,69.8,26.0,75.0,57.0,186.16,2.607762,46.822,3.4,105.02000000000001,51.212,98.52000000000001,2.6004799999999997
loss,23.822,4.4,109.02000000000001,43.412,129.0,2.27136,60.622,21.0,73.62,51.412,104.1,2.41022
win,55.4,10.2,146.4,55.6,154.71999999999997,2.09732,55.4,68.2,387.6,51.8,153.66,2.17162
loss,33.8,41.0,161.8,51.2,150.68,2.23262,67.2,66.2,140.2,51.0,159.36,2.497662
win,55.4,108.6,177.6,49.0,157.82000000000002,2.3885600000000005,0.0,1.2,15.2,40.6,130.8,1.6184
win,56.6,42.4,182.8,52.8,164.48,2.95818,47.8,68.0,242.2,50.8,149.26,2.5861000000000005
loss,30.0,19.8,190.2,49.4,138.72,1.887924,51.2,42.2,218.4,49.812,133.88,2.6434
loss,70.22200000000001,2.0,141.82,51.012,123.5,3.4247,54.222,33.2,205.82,49.612,147.36,2.68206
win,61.8,14.6,109.6,57.0,164.78000000000003,2.52422,32.2,31.0,161.8,48.0,127.84,1.9015799999999998
win,50.0,46.2,195.6,49.0,154.44,2.254428,45.444,28.2,148.04000000000002,47.424,92.67999999999999,2.2123999999999997
loss,65.6,21.6,147.2,56.8,175.42000000000002,2.814398,72.6,10.6,124.4,54.0,153.34,2.48832
loss,62.8,8.0,92.6,41.4,160.22,3.59307,52.8,22.0,101.0,53.0,153.74,1.85956
win,67.8,117.6,172.0,57.2,144.82,2.670752,38.0,14.6,203.0,48.2,145.26,2.62176
loss,46.2,41.0,162.4,50.6,124.05999999999999,2.47438,55.622,141.0,289.82,50.412,101.22,2.2481999999999998
loss,61.2,18.6,129.4,57.0,135.56,2.8609,58.4,19.2,166.8,53.6,175.48000000000002,3.09232
loss,50.0,5.0,95.8,55.0,140.1,3.218524,63.622,32.6,101.22,57.812,116.6,3.0397099999999995
win,53.465999999999994,27.8,137.86,52.236000000000004,69.26,2.76344,52.022000000000006,13.8,105.62,50.612,146.32,2.70934
win,64.22200000000001,10.8,121.22,56.012,125.91999999999999,2.94616,55.2,40.8,104.4,47.4,163.06,2.4241800000000002
loss,31.8,54.0,160.6,46.412,160.64000000000001,2.01882,46.022000000000006,13.4,157.22,48.012,121.5,2.89128
win,66.22200000000001,9.0,72.82000000000001,51.212,115.31999999999998,4.0236,61.266,41.2,132.06,48.436,83.7,2.5254000000000003
loss,51.11,0.0,143.1,50.06,0.0,2.6,52.4,23.2,114.8,45.2,149.62,2.07364
win,79.2,3.8,90.6,48.8,182.01999999999998,3.5897799999999997,32.8,27.2,186.8,48.2,166.24,2.26912
win,88.4,4.0,27.6,53.6,148.68,6.65968,25.8,7.0,35.0,50.4,155.3,1.89622
loss,29.4,38.0,168.2,48.8,145.24,1.90242,65.4,75.8,199.2,49.4,149.54,3.06578
loss,45.4,38.0,142.6,43.0,112.28,2.8390619999999998,58.6,39.4,207.0,52.6,136.52,3.1611199999999995
loss,49.622,12.8,90.22,48.212,128.48,1.83252,64.8,28.2,157.8,51.8,160.28,2.74906
win,48.222,4.0,306.62,50.012,116.74000000000001,2.13048,40.4,24.6,109.6,51.212,155.66000000000003,2.7645799999999996
loss,52.044000000000004,4.2,142.84,53.224000000000004,110.46,2.43696,48.822,20.4,70.02000000000001,44.612,124.62,2.303908
win,70.0,17.8,121.8,52.8,159.95999999999998,2.7480800000000003,30.4,27.4,130.6,50.2,171.48,2.6332999999999998
win,50.422000000000004,26.4,101.62,52.012,142.88,2.77948,58.444,10.8,112.04,54.224000000000004,123.52000000000001,2.6441399999999997
win,74.2,14.0,58.4,55.4,153.10000000000002,3.115126,31.4,36.4,78.8,47.812,156.95999999999998,1.7429200000000002
loss,44.8,10.0,28.0,43.8,159.24,1.8083500000000001,64.8,20.8,162.4,49.6,120.33999999999999,3.123096
win,67.2,27.8,80.4,50.0,155.76,2.3201400000000008,28.6,8.8,48.6,50.0,162.76,1.8693199999999996
win,65.644,7.4,125.44000000000001,50.024,79.24,3.4573800000000006,40.4,82.6,132.0,48.4,145.04000000000002,2.77114
loss,15.0,2.2,56.6,43.212,89.66,1.3135199999999998,85.4,3.4,42.0,49.0,116.67999999999999,3.9289
win,42.6,13.4,264.6,49.0,134.7,2.0875399999999997,61.24400000000001,26.4,168.04000000000002,50.624,85.47999999999999,2.71976
win,70.4,5.4,19.4,54.4,148.36,3.98996,43.6,8.4,121.4,50.2,154.52,1.6506
win,44.8,17.8,101.0,50.2,139.72,2.504584,77.6,8.0,100.6,51.6,180.88,2.1565199999999995
win,56.8,3.2,82.2,45.0,144.6,2.964914,37.0,32.6,188.0,46.0,134.12,1.8122999999999998
loss,33.4,16.8,137.4,55.4,124.11999999999998,2.1004000000000005,70.4,25.4,275.2,50.812,151.7,2.56266
win,54.4,38.8,195.6,53.0,150.12,2.96428,70.8,31.8,140.8,48.8,159.16,2.45316
loss,45.266,13.6,166.06,50.436,68.66,2.4882999999999997,45.822,22.4,111.62,48.212,118.58,2.3448599999999997
win,69.4,7.0,264.4,51.8,153.18,2.51366,27.6,17.2,63.2,57.8,154.1,2.7037199999999997
loss,33.2,19.4,76.4,53.8,176.66,2.71506,59.4,70.0,137.4,48.8,159.7,2.2476
win,55.6,49.2,191.0,54.8,154.56,2.04104,46.6,11.2,112.2,50.8,142.18,2.4109
win,63.4,40.4,92.6,60.2,150.14000000000001,2.9153399999999996,41.0,32.4,193.0,50.0,144.48,2.218
loss,35.6,17.6,38.2,42.224000000000004,103.32000000000001,1.80726,65.4,5.0,27.0,48.6,111.21999999999998,2.36572
loss,52.2,14.0,138.4,54.2,162.68,2.74274,59.6,52.8,216.4,50.2,145.68,2.5735
loss,35.4,36.4,178.0,50.4,141.07999999999998,2.07164,54.0,56.0,140.4,53.4,145.48,2.80002
loss,58.822,4.2,46.82,43.812,107.4,2.0921,86.6,5.0,26.2,55.8,182.82,4.37854
loss,42.2,11.0,110.4,47.0,143.14,2.1344800000000004,52.8,10.0,71.2,49.8,140.07999999999998,2.56482
loss,36.0,8.4,72.8,46.2,132.26,2.2737679999999996,58.8,49.2,199.8,50.6,164.4,2.22852
loss,27.2,7.4,42.6,45.624,89.94,1.49238,77.2,13.8,42.2,58.012,137.7,3.80624
win,83.622,1.6,87.02000000000001,55.212,143.68,5.86498,51.622,45.6,147.62,50.612,109.62,2.59312
loss,54.6,26.2,98.8,48.6,130.46,2.77253,62.2,61.8,233.4,48.8,127.17999999999999,2.3501
loss,34.2,20.6,50.0,54.424,182.02,2.26918,65.8,8.0,40.6,53.612,148.7,2.76662
loss,41.0,6.4,203.0,49.6,168.38,2.0482800000000005,77.422,2.6,113.42,55.412,139.56,4.18494
win,87.8,4.6,80.6,54.2,233.9,2.3122599999999998,20.4,6.4,339.4,49.4,152.23999999999998,3.097594
win,92.0,19.6,41.8,52.2,110.62,5.1276600000000006,13.4,1.8,34.0,46.4,105.0,1.1155000000000002
win,60.0,9.2,110.0,51.0,142.42000000000002,3.5507199999999997,69.244,2.2,85.84,50.436,96.34,2.73568
loss,48.6,46.2,183.4,52.6,133.72,2.228042,79.8,44.8,157.0,50.2,135.56,3.6134
loss,58.4,20.8,139.4,50.8,148.88000000000002,3.0944720000000006,65.0,6.4,59.4,53.4,175.04000000000002,3.9089799999999997
win,62.4,31.8,127.4,51.2,166.4,2.37608,49.6,28.8,126.0,47.2,148.52,2.462634
loss,49.2,31.8,141.2,51.4,136.42000000000002,2.8958199999999996,55.6,90.4,172.6,50.4,165.4,2.85256
loss,46.6,12.4,56.8,51.2,168.3,3.00214,71.8,13.6,187.8,55.0,169.44,3.9532259999999995
loss,39.4,6.8,91.8,41.2,162.56,2.65132,77.2,10.8,98.0,49.2,176.0,2.45174
win,55.866,5.4,145.46,51.236000000000004,44.82,2.9197,59.4,44.4,71.0,45.2,141.3,2.9303
loss,39.022000000000006,17.0,88.22,49.624,127.7,2.7228199999999996,51.0,106.4,210.4,51.4,149.78000000000003,3.2238999999999995
