Win.Loss,Player1.name,Player1.champ.name,Player1.overall.wr,Player1.total.games,Player1.champ.games,Player1.champ.wr,Player1.cs,Player1.mastery,Player2.name,Player2.champ.name,Player2.overall.wr,Player2.total.games,Player2.champ.games,Player2.champ.wr,Player2.cs,Player2.mastery,Player3.name,Player3.champ.name,Player3.overall.wr,Player3.total.games,Player3.champ.games,Player3.champ.wr,Player3.cs,Player3.mastery,Player4.name,Player4.champ.name,Player4.overall.wr,Player4.total.games,Player4.champ.games,Player4.champ.wr,Player4.cs,Player4.mastery,Player5.name,Player5.champ.name,Player5.overall.wr,Player5.total.games,Player5.champ.games,Player5.champ.wr,Player5.cs,Player5.mastery,Player6.name,Player6.champ.name,Player6.overall.wr,Player6.total.games,Player6.champ.games,Player6.champ.wr,Player6.cs,Player6.mastery,Player7.name,Player7.champ.name,Player7.overall.wr,Player7.total.games,Player7.champ.games,Player7.champ.wr,Player7.cs,Player7.mastery,Player8.name,Player8.champ.name,Player8.overall.wr,Player8.total.games,Player8.champ.games,Player8.champ.wr,Player8.cs,Player8.mastery,Player9.name,Player9.champ.name,Player9.overall.wr,Player9.total.games,Player9.champ.games,Player9.champ.wr,Player9.cs,Player9.mastery,Player10.name,Player10.champ.name,Player10.overall.wr,Player10.total.games,Player10.champ.games,Player10.champ.wr,Player10.cs,Player10.mastery,Player1.kda,Player2.kda,Player3.kda,Player4.kda,Player5.kda,Player6.kda,Player7.kda,Player8.kda,Player9.kda,Player10.kda
loss,OmegaXMC,olaf,50,220,196,52,185.3,1267909,Itachi Weasel,kayn,50,24,1,0,114,255942,SoppingSlit,syndra,55,130,23,65,188.2,177784,Plow Money 2020,corki,59,167,58,50,202.3,39209,HMCM,braum,46,134,1,0,27,2365,TryingMyYasOff,yasuo,51,306,96,56,176.8,2265065,Fakeylove,ekko,48,162,6,67,126,45011,LP 4 RP,xerath,50,128,1,100,131,1511,heySl,ashe,48,144,2,50,140,4877,Not a heros,morgana,55,157,48,75,71.7,121886,1.8963,1.4380,2.5077,2.3048,0.6310,1.2370,3.4165,8.5070,1.5025,3.3340
win,texanyordle,teemo,49,71,57,53,205.2,288536,boorger,kayn,48,262,20,60,182.1,702788,ktdummy,lissandra,47,51,9,44,192.8,19163,CyberChoomba,seraphine,48,163,6,67,178.3,5638,nuriiiii,sona,46,81,3,67,17,49707,HappyMerman,pantheon,78,9,6,67,142.3,55754,Clear1love,wukong,53,109,1,0,128,31716,LordMerman,katarina,46,70,32,50,157.7,324195,Lapp The Sp4nk3r,kaisa,38,102,2,0,172,755,TH3MAXSPE3D,ashe,50,20,2,0,108.5,10635,1.6963,3.1174,2.6434,3.1248,2.7543,1.7065,1.2540,2.1477,2.0050,2.16110
win,T666MOMAIN,jax,43,7,1,100,166,86603,keyueli,graves,66,38,25,76,202.6,85466,Thunder Oreo,malzahar,59,34,16,56,223.5,133954,RaffXO,ezreal,48,102,61,53,200.7,65442,Patmcgroin,rakan,56,45,23,57,34,118290,StayRedneck,mordekaiser,49,51,5,60,133.6,120313,TheIronDefender,zac,19,16,17,35,142.1,511902,WraithEvolved,azir,53,59,4,25,172,62105,Ventrclz,zeri,52,281,117,52,226,81879,Sir Cambells,bard,28,18,1,0,27,139665,2.8390,3.08100,2.6844,1.9374,3.1110,1.5652,2.9129,1.9278,2.4878,1.7820
loss,Retrospekt,kled,52,307,14,64,174.4,121301,Bgt monkey,ivern,55,96,3,67,121,9676,Xiao Tai Mei OVO,akali,9,11,7,14,104.6,2062,CatGirl Vanilla,draven,50,98,4,0,159.5,58943,OctoLobster,soraka,50,78,1,0,23,73793,dangle19,aatrox,50,14,8,50,178.4,8488,Hebizeto,viego,52,570,310,59,155.7,541040,GIZMO 1V9,yasuo,48,925,33,52,203.8,104940,paperclip117,vayne,47,206,79,51,209.4,423716,BoLaD3FoG0,blitzcrank,48,159,89,55,31.1,194564,2.0383,4.2923,1.4251,1.1138,1.0000,2.6759,2.5081,1.5951,2.1674,2.4224
win,texanyordle,teemo,49,71,57,53,205.2,288536,Poinciana666,vi,57,23,8,50,150.5,143294,shadowforce100,ahri,49,256,177,49,199.9,1026477,kpopstan4,sivir,45,93,17,53,240.3,17726,Exortious,leona,50,259,129,50,38.3,990340,xXHYPER CRAZYXx,darius,50,8,2,50,158.5,13717,Birdmaniac,shaco,53,34,17,77,148.5,643097,dady plank,qiyana,48,316,18,33,172.3,31727,NotMoon,caitlyn,55,53,69,58,194.3,232590,13Apollo,taric,51,140,2,50,35,67160,1.6963,1.6088,2.2663,2.4662,2.1128,2.5565,4.1676,1.2150,2.3376,3.0045
loss,Rem Natsukı,yorick,56,118,1,0,160,42179,DISCORDLOGINI,kayn,53,96,25,84,217.5,41875,Miata NA,zed,59,75,25,60,224.5,35250,kitty gırI,kaisa,68,22,9,89,203.4,171414,Tsukasa Yuzakı,brand,55,98,2,50,64.5,114184,GodOzzy69,illaoi,53,17,10,60,216.7,12141,LilJinJinFly,shaco,57,23,21,62,160.7,112981,her vlad,vladimir,52,247,24,67,151.5,1047912,LyricalRiven,aphelios,51,169,3,67,264,0,Tacthonoya,blitzcrank,63,68,2,100,37,0,1.7570,5.78117,2.6386,3.0082,3.4460,1.2884,2.5191,1.8386,2.23110,4.5525
loss,Mouse RIPer,sett,38,13,2,50,223.5,0,Mirskateer,vi,52,27,12,50,153.1,239926,UNVRSL poop,xerath,55,74,4,25,124.3,1448,Shirayukiii,missfortune,63,16,4,50,201.8,60158,OGLilRed,neeko,25,8,1,0,78,247,Stray D0G,garen,54,114,30,50,213.3,33543,NAAAAMI SWAAAAAN,masteryi,51,276,2,100,212,41751,Chroner Kid,veigar,56,50,1,100,193,13524,Mike Wazowski,kaisa,50,44,3,67,239.3,58874,pulba zoo,nautilus,63,8,1,100,13,15721,3.2590,2.4556,2.8570,4.0060,3.4340,1.2247,1.68115,0.9230,2.6250,4.0000
loss,Mutami,aatrox,52,91,50,48,194.9,54216,LordGiggles21,skarner,49,164,47,49,165,760602,Retrone,swain,64,50,28,75,184.2,71020,Akali Requiem,ashe,51,139,5,40,169,14065,meeshell,nami,50.72,0,2,50,7,212334,BABOONPUNISHER43,sett,50,138,16,75,188.8,166287,Duyeye,shyvana,52,163,12,50,165.2,59971,imout88,sylas,53,193,1,100,185,986,LORDliuliu,caitlyn,50,156,23,61,186.5,124593,Souaa,morgana,50,190,4,100,17,74996,2.4273,2.0359,4.7161,1.7950,3.0020,1.5962,2.3157,15.00130,2.6675,5.6033
loss,Yauwu,rengar,54,196,114,52,169.6,101351,lzuna,talon,52,540,24,58,198.4,41524,Holdaak,zoe,33,39,21,24,167.4,166179,pimp alt,draven,50,596,97,53,162.8,62895,Sejuanani,nautilus,35,20,2,0,29,15869,Urbndynther,illaoi,42,43,2,50,135.5,1774,Sa Aleisa,graves,42,38,7,43,192.7,4473,FatherMîdnight,heimerdinger,49,322,452,51,189,3083178,Negron,caitlyn,45,211,8,38,206.1,81607,reb69,soraka,53,448,325,55,10.2,636132,2.3889,2.14118,2.1851,2.1496,0.8810,1.0035,2.2083,1.6048,2.0343,2.7608
loss,Asbetos,volibear,41,17,45,51,126.1,716200,Göji,kayn,49,183,5,40,170.2,23615,RONI929,orianna,50.72,139.16,0,51.75,0,0,AgDaegu,missfortune,48,148,2,0,210.5,129915,Zehto,malphite,29,7,3,33,42,10970,Rand AlThor,renekton,49,99,84,50,193.7,1301507,Griddleman,poppy,59,27,16,63,182.8,125188,Forgotten Ghost,aurelionsol,61,36,5,80,216,25089,Marai,caitlyn,61,28,9,56,210.7,242703,xuandesu,sona,59,41,2,50,14,102978,1.4544,1.8160,2.64,1.90115,2.6933,1.8448,3.4389,5.3670,2.8574,1.4710
win,KizuUF,jax,61,41,23,70,172,126742,Super Psycho254,vi,53,326,8,63,158.1,256913,Sinfulmicrob68,camille,51,659,368,52,200.5,233210,Tablestalker72,ezreal,63,52,83,59,174.6,1993472,IndigoPoodle,morgana,48,62,6,67,25.8,84984,PickleTicklur,olaf,51,300,3,0,170,19790,KrazedCya,briar,50,102,15,40,188.1,21554,Kinggasm,talon,51,476,183,59,192.1,237938,Ryjaguhopi,kaisa,48,156,2,50,200,2653,HEART4CHE,soraka,51,531,86,55,11.9,111327,3.0681,1.8860,1.8572,3.8453,3.8530,1.9260,2.7699,2.5799,2.57120,2.5708
win,S0uthPaw123,gnar,58,69,7,71,188.9,738562,TakeTheXO,nocturne,46,24,2,100,189,8711,FUNyaKbee,lissandra,54,161,125,62,191.7,185776,Bellun,jinx,47,146,14,64,220.6,329629,decot,braum,38,32,4,75,33.8,55897,loveSunshine,volibear,51,439,11,55,194.9,11342,SaintsFlow,poppy,61,51,36,56,149.8,358832,Linkos,neeko,25,12,4,50,129.3,272184,SuperDAIC99,kalista,55,137,33,49,153.9,294858,Setts HornyGirl,seraphine,50.72,0,1,0,35,1146,2.51107,4.7175,2.1592,2.5878,2.3918,1.1662,3.4663,3.3378,2.0287,1.8030
loss,dzienj,mordekaiser,48,220,92,51,186.8,109228,dutch dutch,shaco,40,48,3,33,108,22833,TeemoMainFightMe,sylas,48,282,6,50,107.7,3409,Imm3 Hardstuck,ezreal,44,164,17,29,180.5,28020,i am xerath,lux,54,245,26,62,52,96958,AFK Lu,jax,53,209,50,48,179.1,101681,Press F IntoTank,skarner,56,50,24,67,170.9,37321,Cookie Sama,twistedfate,57,40,4,100,188.3,124916,Iruma,ashe,51,262,119,52,157.1,120538,Zarbrawl,thresh,50,228,16,44,37.9,41207,2.5274,3.2167,1.5843,1.9470,1.9158,2.4061,3.6471,4.4385,2.0462,2.1024
loss,BOBBYBASKETBALL7,yorick,49,213,9,44,185.3,24443,Knuckle Dragga,zac,60,42,21,67,139.2,27796,oFaCZoe,tristana,49,55,1,0,149,10969,DukeEIIington,ashe,52,27,4,25,87.3,63505,Upbraid,chogath,43,7,3,33,96,64036,Heskillia,jayce,55,117,15,60,168.6,17608,Bosinko,ekko,52,284,46,59,177.7,285719,Lol John581,viktor,54,373,173,62,205.9,284477,ToxicSimp00,varus,53,268,4,25,217.8,12000,Green Eyed Fool,twitch,51,141,36,53,69.9,1340183,0.9329,5.3053,0.5640,0.5608,1.6750,1.8341,2.3079,3.8860,2.36103,1.7776
win,m1sterlang,teemo,42,24,19,47,196.5,542854,osrs solo kris,diana,48,87,3,67,182,9173,Zekeisme,veigar,57,220,146,56,165.3,110605,PumaLift,twitch,44,82,7,29,170.7,184204,Reiyoun,lux,54,63,16,44,51.3,221036,Ashesofanangel,naafiri,42,96,2,0,156,2081,King Tazomari,viego,48,147,143,48,195.9,119496,Maguyusiiii,orianna,50,56,3,33,259.7,77072,Noobinizer,draven,49,35,1,100,166,8514,Venfar,ashe,50,109,24,54,139,179889,1.7446,2.6597,2.3177,2.2173,3.0544,0.9560,1.9081,1.9570,2.89160,2.1848
loss,6 ThroatGoat 9,illaoi,49,73,8,75,175.3,19433,Rowdee,viego,32,22,3,33,193,35290,HB Arctic,anivia,50,10,1,0,199,202,TNChamp,jinx,42,57,11,36,192.4,66065,low on serotonin,zyra,52,152,19,58,44.5,113379,Holorange,lillia,54,249,246,55,188.8,648979,BOUR TON KI,jarvaniv,40,30,9,56,147.9,55077,GRR Sp1cy Bear,qiyana,53,43,24,58,159.5,435222,KaptainFIRESTAR,caitlyn,53,45,8,50,181,113600,Taibi4,karma,42,52,29,48,18.4,222308,1.2635,1.8867,2.1450,2.4268,1.6135,2.5671,2.5586,2.16102,2.9468,3.6315
win,HodyJr,chogath,56,9,1,100,149,12674,Alt Mid,rammus,49,45,37,68,158.1,551865,Kag Fancy,renekton,45,42,1,100,194,30570,Painka,nilah,18,11,13,62,192.2,49084,kman528,blitzcrank,71,31,2,50,29.5,44416,NA Low IQ,nasus,46,213,17,59,180,0,smol serpent,sejuani,56,131,7,71,132.7,16461,Gu Jun Pyø,zed,56,134,141,57,198.7,1686330,GEN Pęyz,vayne,49,183,3,0,126,7210, PoohManDuu,alistar,55,155,4,50,29.5,19601,0.3320,4.1542,4.1790,3.21133,2.1425,1.6065,2.8231,3.5168,1.2460,2.4810
win,Crack Inspector,garen,51,117,49,69,226.1,42153,Horny Ornny,chogath,41,34,2,50,138,29537,XZelitousX,fizz,46,99,79,54,171.5,279593,fat homo,vayne,43,30,64,50,166.2,378528,Smashing Milfs,morgana,45,51,2,100,21,71949,Hwong,mordekaiser,60,53,3,67,171,20079,Shaman Curse,jax,46,13,1,0,106,11365,YooDaeng,zed,55,130,19,42,184.1,251220,Siyue,ezreal,55,130,3,0,214.7,125520,Karralan,blitzcrank,57,51,1,0,26,23880,2.4354,2.3650,3.53102,2.9575,4.5735,2.3867,1.1440,2.0286,1.79120,0.8610
win,AlluringOdin,ornn,50.72,0,2,100,75,73602,TheKIllerTomato,briar,49,65,3,33,158,4635,Jimmers2001,sion,55,139,29,52,210.4,19748,Aquaticantlion,varus,49,49,2,50,165.5,210783,kev2dog,senna,51,103,50,54,23.6,217536,Gangstalicous10,sett,40,20,16,69,155.4,131977,xXTheBeast101Xx,vi,52,31,8,38,155.5,20227,Kîtsuki,akali,60,15,6,33,158.8,18174,1040,kaisa,50,10,3,33,147,13949,jorge58lb,xerath,40,10,15,53,79.9,53875,1.6920,2.1687,1.5659,1.3355,3.5653,3.8971,1.6359,2.3668,1.1340,3.1060
loss,IJuswannaPlayVal,camille,55,167,70,53,178.1,253889,CB Ixtinction,lillia,51,171,58,53,177.9,64144,Hoybaby,ahri,38,40,1,0,135,21913,TGFGamesBot,jhin,54,99,64,59,167.5,91967,Guildarim,zilean,55,11,1,0,61,55652,June4th Incident,naafiri,53,155,7,57,148,8036,DoubleOBubble,shaco,51,111,95,60,137.6,583365,MissAd7u,taliyah,71,14,2,50,249,2017,Tazzer77,draven,54,130,17,65,180.6,26064,VampyWorm,thresh,49,122,23,65,37.4,82067,2.5464,3.0281,0.7330,2.8174,2.2930,1.2341,2.8759,2.87105,2.0374,2.9113
loss,CtrlAltDlt,darius,51,178,147,52,193.4,252754,knwaifu,graves,48,21,1,0,153,4326,DankeyDamp,fizz,64,14,6,67,190,27758,Mosdaddy,varus,53,43,6,83,201.7,15754,Soraka,soraka,62,13,10,70,9.8,76570,whuot,jax,52,161,12,58,205.9,50076,180 LSAT SCORE ,hecarim,49,718,107,66,203.7,419506,WarLordBlink,azir,50,6,1,100,206,2331,LesQueen,samira,37,27,21,62,174.8,80800,OCabbageKingO,thresh,53,206,2,100,29,13331,2.1670,1.8090,4.22103,2.94153,2.4517,1.6750,2.7397,2.2520,2.32112,4.0015
loss,Asian noods,tryndamere,54,57,1,0,201,13119,Recktory,viego,50,62,9,33,211.1,10582,ItsLui2,lux,55,29,1,0,203,42959,Straggly47,twitch,51,177,9,22,192.9,123219,jasongoIdstriker,janna,60,122,102,61,10.3,133536,Magnelodyn,riven,56,9,8,63,224,5498,AiKidUNot,diana,64,44,13,62,186.5,69095,zLithium,vex,58,12,6,83,178.5,8641,Numinis,tristana,47,112,8,25,177.3,79085,SHIP SAEKKI,nautilus,39,46,8,50,28.3,4139,0.5740,2.5093,2.1120,2.2892,3.4009,3.05100,2.4473,3.9085,1.5365,1.8619
loss,DressedThug,maokai,54,89,17,59,143,232244,c0ndorhero,leesin,51,411,116,54,162.5,87581,FlamingT11,katarina,50,10,7,57,152,504780,Supressedlol,aphelios,50.72,139.16,0,51.75,0,0,Zzzleepyy,blitzcrank,50.72,139.16,0,51.75,0,0,2bm,yone,62,45,2,100,210,3660,Galadmere,lillia,50.72,0,2,50,317,1300,COH Kin,chogath,67,6,1,100,238,42446,TheNavigator,ashe,51,77,1,0,237,93912,Yunaka,zyra,50,325,21,52,50.8,106586,4.9039,2.3985,2.90116,2.64,2.64,2.33110,2.75110,27.00170,1.71100,2.4435
loss,Dubé le Christ,sett,39,23,4,75,168.8,16090,Heroic Charge,poppy,61,54,35,66,188,37805,AtA DiuDiu,xerath,52,563,113,55,124.3,117953,pog x bert,jhin,50.72,139.16,0,51.75,0,0,cuhgse,senna,55,69,43,58,23.2,107791,pepepooppoop,jax,51,75,5,60,206.6,17555,DonkeyBong64,kayn,51,126,104,50,210.4,115941,dahween,taliyah,55,38,34,59,186.6,1247865,IGotCarriedTY,ashe,58,179,22,64,186.3,50779,dovily,lux,50,105,36,42,52.8,322080,1.7145,3.24101,2.9068,2.64,3.0460,1.2750,3.3681,3.0981,2.8060,2.9650
loss,LaFlames,ekko,51,93,40,60,159.1,212235,Shenny,braum,54,81,1,100,36,22069,ZGM Pyro,zoe,50.72,139.16,0,51.75,0,0,ObamasMeat,ezreal,44,34,7,57,155.1,86012,BiIIy Boy,darius,50.72,139.16,0,51.75,0,0,OldManTiggle,annie,50,191,2,100,180.5,219916,Mo00ose,rell,44,41,2,100,35.5,2217,kabastone,nasus,47,136,34,47,196.5,742692,F4Z3Y,chogath,50,6,2,50,196,41227,JSinger,masteryi,50.72,139.16,0,51.75,0,0,3.0176,5.2010,2.64,2.2473,2.64,6.2585,1.6510,2.1251,1.5645,2.64
win,jv2133,sett,48,209,123,43,154.9,104491,Barts Simp Son,nautilus,53,59,1,100,102,58443,Ennderr,aurelionsol,38,8,1,100,250,39721,Ciphen,ashe,50,351,219,54,176.1,143468,Kagg,bard,48,112,5,60,19,28683,RainyCandy,ahri,53,266,117,55,168,475789,KandyKaneInc,warwick,50,280,81,59,160.8,484235,Feed The Prince,gangplank,50,304,3,33,156.3,26379,bspoyala,yone,38,26,2,0,292.5,2589,Saeyorii,lux,38,26,17,29,82.5,255776,1.8461,2.2730,5.75110,3.2574,2.4344,3.2983,2.3882,2.7760,1.89100,1.6338
win,Living3nd,ashe,50,14,1,100,241,5880,minh0,evelynn,53,92,86,54,128.5,403909,AlbanianSmuggler,aurelionsol,52,201,20,60,175,18921,ˇˇˇˇˆˇˇˇˇ,kaisa,51,209,31,48,175.9,127464,tannerv,nautilus,50,246,20,60,46.8,41902,Isaiah6Eight,garen,37,43,36,39,250.3,446051,NeverwashOv,belveth,49,204,11,46,198.6,7526,ArticunosCousin,katarina,51,535,129,55,148.3,205262,Sterbear,caitlyn,53,480,238,54,154.7,506264,Leojin,heimerdinger,51,380,6,50,38,7017,2.9070,2.7287,2.6661,3.17109,3.4924,2.4776,2.1073,2.8285,2.1157,1.4523
loss,SigmaDonar,tahmkench,22,9,3,0,141,15693,rondol,rengar,49,440,61,48,155.5,36591,KEV1111111111111,talon,50,292,36,44,199.8,39106,Allasanya,nilah,50,64,9,44,165.6,18860,dumb american,zilean,38,63,1,0,45,29388,lil heaty,pantheon,53,34,24,50,128.9,747104,Tokki Hyein ,reksai,54,87,18,67,153.3,112623,SKT T1 Rin Chan,leblanc,38,21,4,75,185,38060,Tokki Danielle,ezreal,55,92,26,58,208.9,236257,NutraFacts,seraphine,33,18,10,90,49.1,28341,2.0753,1.5851,2.01101,1.9288,0.7110,2.1266,3.2187,6.3845,3.5368,4.3632
win,ALISTqweRIP,alistar,50,282,49,45,116.3,2398053,Bear Stance Only,udyr,55,179,95,63,159,201259,Brother Obanai,lux,55,150,18,56,78.3,47057,Mr Jewlittle,missfortune,60,102,9,44,191.4,50944,FtP Lonelybutter,rakan,57,139,28,39,42.6,16552,daddydani6969,irelia,52,238,175,54,237,566716,abyroy,kayn,49,191,4,25,153.8,7910,clslerma,orianna,49,126,1,0,220,970,LEWFYSCHEEKS,tristana,56,77,3,33,200,41424,makima v9,blitzcrank,57,23,1,0,43,24082,2.5145,2.60104,2.6938,2.9259,3.0121,1.7780,1.77103,1.8920,3.05107,2.3830
win,ThrashisHuge,graves,51,43,1,100,313,83785,Phobius,briar,50,18,1,100,269,1351,A1lenn,diana,51,134,5,60,170.8,33244,Msparks9,caitlyn,50.72,0,2,50,268,54216,ConanMid,morgana,54,39,12,67,41.9,73092,BeIowAvgContent,tryndamere,57,30,4,50,194.5,2157,HaydenSacc,quinn,49,240,58,41,187.2,458052,inventaa,vladimir,47,412,105,52,213.3,665976,Ymashalian,lucian,48,33,1,0,307,230,Acher0nRising,rakan,38,34,27,41,31,14262,3.57120,1.8550,2.10108,2.24100,2.4930,1.6578,1.9272,2.2994,1.60100,2.1210
win,Rhyra,poppy,45,53,1,100,148,17974,Colbyblenz,belveth,46,56,3,67,184.3,24425,FRUITFLY K BLADE,lux,50,8,4,75,133.8,387421,MOSQUITO K BLADE,tristana,35,20,1,100,153,5751,gniklol,swain,68,31,2,100,25,39278,VRTX,fiora,54,28,1,0,102,6935,BobBear,kindred,67,6,1,0,114,39469,JayTeeUnleashed,syndra,38,8,2,50,219,32230,Con2conman,jinx,76,25,1,0,145,7540,NShaw,nautilus,60,78,5,20,29.8,18008,2.6080,3.1460,3.3588,5.25120,12.3345,1.4040,2.0020,2.0060,0.6320,1.9024
win,Gaviollowri,darius,50,28,6,50,194.2,3100,Tedds,diana,46,83,4,25,110.8,40438,AstroYeat17,galio,50.72,139.16,0,51.75,0,0,KWAN DUALBLADES,missfortune,50.72,0,1,100,205,10349,Jinaiyu,seraphine,50.72,139.16,0,51.75,0,0,The OG Twayne,singed,53,112,51,57,207.6,454540,uwugoddessatron,hecarim,50.72,139.16,0,51.75,0,0,Phantom Vaati,vladimir,47,91,13,23,191.8,722470,Wattanak,jinx,64,39,1,0,112,143433,BeIIota,gragas,58,57,29,66,194,29256,4.00140,1.1865,2.64,5.33100,2.64,1.6641,2.64,1.7469,0.8830,3.6596
win,SorryMiso,riven,53,119,22,50,202.8,293009,Zapeepee,graves,50,44,10,60,213.1,74249,Hide on faiz,nidalee,54,161,1,0,70,5929,Cats Meow,ezreal,51,131,26,89,229.6,34678,Dr Soveit,alistar,53,19,3,100,36.7,13936,WiseGopher,garen,59,75,8,75,174.1,37099,Choicey,masteryi,49,88,60,50,182.8,239427,GaloCegoPiruleta,veigar,53,57,16,56,223.3,92672,ShootyMcGun,aphelios,46,80,1,100,122,121381,NegoBallGT,shen,50.72,139.16,0,51.75,0,0,2.2157,3.9569,1.2520,4.89133,5.5527,2.5563,2.0693,3.72115,1.0020,2.64
win,EzrelaQ,tahmkench,54,26,22,55,130.9,120826,Krownis,talon,40,20,20,40,171.9,1055212,samiwaya,sion,59,27,73,51,217.9,144940,Kiokio29,caitlyn,59,189,151,58,192.7,527061,Velcok,lux,50,276,4,75,52,198080,Double303,jax,49,262,45,51,175.3,589021,mrwiedemann,graves,49,41,5,60,201.4,6991,MR7,sylas,52,349,32,50,134.1,49430,Waters424,aphelios,59,165,75,60,199.8,49930,Eternally Lone,zyra,47,73,12,58,31,51697,1.9958,2.2874,0.4719,2.5072,2.1123,1.8052,4.3882,2.2164,5.1579,2.5441
win,RealLordHelix,illaoi,50.72,139.16,0,51.75,0,0,Lit18,briar,52,415,53,60,164.8,43735,Deputy Rat,katarina,46,41,20,40,112.2,1061933,asa2042,aphelios,54,37,6,67,207,20109,dontcallme2,pantheon,47,304,101,55,35.4,84859,MSCcsHM,aatrox,48,189,8,38,207.3,5048,ViFistEnjoyer,vi,20,10,2,0,168,3617,Lionshares,vladimir,51,455,12,42,179.6,40148,robbie banks,caitlyn,47,135,4,50,148.8,99467,Eskins,rell,48,165,64,61,31.4,62179,2.64,2.8589,2.0894,2.3877,1.6340,2.7661,0.9530,1.6165,1.3353,3.1820
win,Lynaya,illaoi,55,166,150,58,163.2,322232,Stephen Colbert,nocturne,51,53,9,78,170.9,18222,Gerika623,sylas,53,17,1,100,109,1104,Apeiro,caitlyn,47,201,5,40,166.8,98857,o Nova o,lux,52,153,85,54,47.2,423637,mango papaya,yorick,53,335,27,52,231.1,19832,Shéogorath,ivern,50.72,139.16,0,51.75,0,0,Kiwi97,missfortune,48,281,27,48,185.9,111919,ZodiaxVT,jinx,55,38,19,63,227.7,86433,Prexuiz,thresh,49,154,12,42,22.2,52620,1.2232,3.2596,3.5010,1.9234,3.6347,1.7736,2.64,3.0175,3.1565,2.5215
win,lordshofu1312,zoe,62,45,7,71,35.9,426308,Eyze101,sylas,60,5,1,100,256,20584,Dingerrr31,xinzhao,53,136,15,60,161.5,18400,geoobo,caitlyn,65,17,10,70,162.4,196053,CiRe,camille,46,13,11,64,185.1,145675,A Real Jew,senna,52,100,8,25,35.6,188963,Weak Loads,lissandra,54,80,28,57,183.4,84068,BakedSebass,trundle,60,20,7,43,133,49040,Yistory Sayo,jhin,50.72,0,1,0,182,3961,ImprobabilityMan,teemo,56,54,12,58,206.3,228203,3.4466,5.2590,2.1053,1.7035,2.3556,2.0848,4.1284,2.7646,1.7560,1.5873
loss,lilsloth,sion,56,103,12,50,204.1,20990,ArmlessJoe,ivern,50,387,225,56,155.2,286320,RedWineKisses,vex,54,112,103,54,157.7,282951,Rikiy,tristana,49,61,4,25,167.8,50648,OuchThatHurt69,senna,46,48,6,33,47.8,2941,Yellowky,ksante,54,41,1,100,153,874,etmuvtgu,ekko,67,15,3,67,144,1716,kevinisbaws,diana,51,104,4,100,176.5,48831,MakeMoreNamiR34,ezreal,52,567,20,65,202.8,23475,DeucePark,karma,43,65,45,47,28.9,39068,1.0340,3.3932,2.9580,1.4883,2.0515,5.0040,5.0087,3.5890,3.5569,3.1322
win,BueDragon,mordekaiser,48,172,55,46,184.3,278108,itsnotbatman,sejuani,53,127,19,79,139.7,33186,Marquís,yone,63,41,1,100,234,16651,morc,kaisa,50.72,0,2,100,211,29446,Permafrostee,lux,47,159,104,50,51.8,96528,Lvl1Lightskin,yorick,51,273,8,50,195.9,17509,Penguinfish,vi,48,40,1,0,158,45288,Dragasdata,yasuo,47,182,12,42,201.9,255134,Infernen2,ezreal,53,89,44,55,224.9,137579,DrDred67,pyke,50,225,136,56,45.6,261377,2.1256,3.6046,9.00180,2.4585,3.0239,1.7059,1.4450,1.2147,4.0878,1.8865
win,Wilma Diqfet,darius,50.72,0,1,0,142,11905,BlackTeaTM ,kindred,50,302,47,40,174.9,786717,Sloppy Soppy,twistedfate,50,125,1,0,143,6439,xavier4518,missfortune,52,128,4,50,197.3,12896,Lioge,soraka,55,141,126,55,20.6,1038034,Sói Lam,sett,33,6,4,75,183.8,16004,sane player ,lillia,73,44,39,72,224.2,167343,christ8548,akali,53,240,3,67,172.3,5963,Daisy Me Rolling,varus,56,347,43,61,203.4,55293,Wackson,brand,57,40,5,40,32,198167,0.6900,2.6779,2.0050,4.33130,2.2713,3.06168,3.9886,2.8283,2.5990,1.8440
loss,Exrotzz,irelia,55,62,3,67,201.7,7745,fdmyt,khazix,45,64,5,20,108,1030,Fiesta Online,aurelionsol,48,126,23,30,169.6,8924,fakerfanboy42069,karthus,44,16,1,0,82,8499,HighNight,morgana,50,14,10,40,36.7,118177,DoomedOysterx,singed,52,104,70,56,211.6,302046,LaZerB1izz,kayn,48,259,53,72,183.8,242252,ToucheMaB4nane19,jayce,50,294,46,57,189.4,32237,Hailfire006,jinx,41,83,11,55,158.5,143009,hirune030,sona,44,25,11,55,8.2,77386,3.0073,1.6036,1.6657,3.6700,2.9150,1.6054,3.8480,2.1263,1.5346,3.5110
loss,A Narwhal Slayer,jax,51,391,7,29,174.7,18258,OgIgnaciooo,evelynn,69,13,27,70,178.8,19516,BeautyCore,lissandra,51,420,26,46,163.8,20027,mousemello,kaisa,53,94,50,48,190.4,228676,PurpleKnightfall,swain,48,384,72,60,66.3,437040,BenAssflex,garen,51,316,18,61,205.7,85468,Sorry1Faker,kindred,48,405,19,84,159.2,14370,GiftElegant,fizz,54,37,10,70,176.6,6731,CentralPark ,caitlyn,49,162,77,57,222.7,494393,God Daughter 2,lux,53,115,71,61,39.6,188648,0.6927,4.63116,2.8561,2.9565,4.1556,4.2364,3.2293,4.84155,2.9976,3.8637
